Orthogroup	PCC_6303	336-3
OG0003061	WP_015196224.1	WP_046814898.1
OG0003062	WP_015198923.1	WP_046814900.1
OG0003063	WP_041739114.1	WP_046814901.1
OG0003064	WP_015200239.1	WP_046814902.1
OG0003065	WP_015199865.1	WP_046814903.1
OG0003066	WP_041739232.1	WP_046814905.1
OG0003067	WP_015197535.1	WP_046814917.1
OG0003068	WP_015196179.1	WP_046814926.1
OG0003069	WP_015197093.1	WP_046814949.1
OG0003070	WP_015199876.1	WP_046814968.1
OG0003071	WP_015198622.1	WP_046814975.1
OG0003072	WP_041739701.1	WP_046814995.1
OG0003073	WP_015198947.1	WP_046815057.1
OG0003074	WP_015199855.1	WP_046815068.1
OG0003075	WP_015198581.1	WP_052754339.1
OG0003076	WP_015196066.1	WP_052754349.1
OG0003078	WP_015198057.1	WP_052754374.1
OG0003079	WP_015195945.1	WP_052754376.1
OG0003080	WP_015197162.1	WP_052754394.1
OG0003082	WP_015197235.1	WP_082127326.1
OG0003082	WP_015199860.1, WP_238993846.1	WP_052754450.1
OG0003083	WP_015199153.1	WP_052754453.1
OG0003084	WP_015200098.1	WP_052754454.1
OG0003085	WP_015197688.1	WP_052754479.1
OG0003086	WP_015196977.1	WP_052754489.1
OG0003087	WP_015199283.1	WP_052754509.1
OG0003088	WP_041740362.1	WP_052754510.1
OG0003089	WP_015196441.1	WP_052754517.1
OG0003090	WP_015197373.1	WP_052754524.1, WP_238178532.1
OG0003091	WP_015196956.1	WP_052754536.1
OG0003092	WP_015197188.1	WP_052754538.1
OG0003093	WP_015200987.1	WP_052754541.1
OG0003094	WP_238993740.1	WP_052754552.1
OG0003095	WP_041739820.1	WP_082127225.1
OG0003096	WP_015199284.1	WP_082127233.1
OG0003097	WP_015200351.1	WP_082127238.1
OG0003098	WP_015199395.1	WP_082127251.1
OG0003099	WP_015199308.1	WP_082127253.1
OG0003100	WP_015199570.1	WP_082127259.1
OG0003101	WP_238993721.1	WP_082127270.1
OG0003102	WP_015198775.1	WP_082127271.1
OG0003103	WP_015200022.1	WP_082127315.1
OG0003104	WP_238993730.1	WP_082127316.1
OG0003105	WP_015200243.1	WP_082127317.1
OG0003106	WP_015200337.1	WP_082127319.1
OG0003107	WP_015196779.1	WP_082127322.1
OG0003108	WP_015196292.1	WP_082127329.1
OG0003109	WP_015198705.1	WP_082127330.1
OG0003110	WP_015198601.1	WP_082127332.1
OG0003111	WP_015200922.1	WP_082127334.1
OG0003112	WP_015200924.1	WP_082127335.1
OG0003113	WP_015201078.1	WP_082127339.1
OG0003114	WP_015200138.1	WP_082127340.1
OG0003115	WP_015197646.1	WP_082127343.1
OG0003116	WP_015196972.1	WP_082127350.1
OG0003117	WP_015199834.1	WP_082127357.1
OG0003118	WP_015199844.1	WP_082127358.1
OG0003119	WP_238993780.1	WP_082127359.1
OG0003120	WP_015196547.1	WP_082127360.1
OG0003121	WP_015199277.1	WP_082127361.1
OG0003122	WP_015195815.1	WP_082127362.1
OG0003123	WP_015199499.1	WP_082127364.1
OG0003124	WP_015196030.1	WP_082127365.1
OG0003125	WP_015199772.1	WP_082127366.1
OG0003126	WP_041740972.1	WP_082127370.1
OG0003127	WP_015200862.1	WP_082127373.1
OG0003128	WP_015196946.1	WP_082127376.1
OG0003129	WP_015200346.1	WP_082127380.1
OG0003130	WP_083866296.1	WP_082127388.1
OG0003131	WP_015200614.1	WP_082127392.1
OG0003132	WP_015199889.1	WP_082127393.1
OG0003133	WP_015196873.1	WP_082127394.1
OG0003134	WP_015200950.1	WP_082127399.1
OG0003135	WP_015195872.1	WP_082127408.1
OG0003136	WP_041740834.1	WP_082127426.1
OG0003137	WP_015198338.1, WP_015197893.1, WP_015196090.1	WP_082127433.1
OG0003138	WP_255348440.1, WP_085953333.1, WP_255348441.1	WP_082127446.1
OG0003139	WP_015198709.1	WP_082127447.1
OG0003140	WP_041740836.1	WP_082127453.1
OG0003141	WP_015196675.1	WP_082127461.1
OG0003142	WP_015199122.1	WP_082127468.1
OG0003143	WP_041740971.1	WP_144415979.1
OG0003144	WP_015196338.1	WP_144415984.1
OG0003145	WP_015199571.1	WP_144415986.1
OG0003146	WP_041739084.1	WP_144415987.1
OG0003147	WP_015196735.1	WP_144416032.1
OG0003148	WP_015199441.1	WP_144416038.1
OG0003149	WP_015197340.1	WP_144416042.1
OG0003150	WP_015199729.1	WP_144416058.1
OG0003151	WP_238993831.1	WP_144416070.1
OG0003152	WP_015198937.1	WP_144416094.1
OG0003153	WP_015200363.1	WP_144416109.1
OG0003154	WP_015200923.1	WP_144416110.1
OG0003155	WP_015199674.1	WP_144416113.1
OG0003156	WP_085953322.1	WP_168163404.1
OG0003157	WP_238993718.1	WP_168163417.1
OG0003158	WP_015199798.1	WP_168163427.1
OG0003159	WP_015197365.1	WP_201782632.1
OG0003160	WP_144051075.1	WP_201782633.1
OG0003161	WP_015196585.1	WP_201782645.1
OG0003162	WP_015199939.1	WP_201782646.1
OG0003163	WP_015197014.1	WP_201782647.1
OG0003164	WP_015198523.1	WP_201782650.1
OG0003165	WP_015199885.1	WP_201782651.1
OG0003166	WP_015199584.1	WP_201782652.1
OG0003167	WP_015198941.1	WP_201782653.1
OG0003168	WP_015196754.1	WP_201782664.1
OG0003169	WP_015199099.1	WP_201782665.1
OG0003170	WP_015200009.1	WP_201782667.1
OG0003171	WP_015200076.1	WP_201782671.1
OG0003172	WP_015197935.1	WP_201782676.1
OG0003173	WP_015199762.1	WP_201782686.1
OG0003174	WP_015200417.1	WP_201782689.1
OG0003175	WP_041740933.1	WP_201782706.1
OG0003176	WP_041740816.1	WP_201782709.1
OG0003177	WP_015196222.1	WP_201782711.1
OG0003178	WP_144051141.1	WP_238178337.1
OG0003179	WP_015200005.1	WP_238178340.1
OG0003180	WP_015200695.1	WP_238178352.1
OG0003181	WP_015196398.1	WP_238178356.1
OG0003182	WP_015197565.1	WP_238178366.1
OG0003183	WP_015200013.1	WP_238178372.1
OG0003184	WP_015200058.1	WP_238178377.1
OG0003185	WP_015200774.1	WP_238178378.1
OG0003186	WP_015200092.1	WP_238178380.1
OG0003187	WP_015196992.1	WP_238178382.1
OG0003188	WP_041740040.1	WP_238178392.1
OG0003189	WP_015196875.1	WP_238178394.1
OG0003190	WP_015200481.1	WP_238178395.1
OG0003191	WP_041739252.1	WP_238178400.1
OG0003192	WP_238993790.1	WP_238178406.1
OG0003193	WP_015198890.1	WP_238178409.1
OG0003194	WP_015200052.1	WP_238178412.1
OG0003195	WP_015199967.1	WP_238178422.1
OG0003197	WP_238993834.1	WP_238178430.1
OG0003198	WP_015199622.1	WP_238178436.1
OG0003200	WP_015197057.1	WP_238178466.1
OG0003201	WP_015198668.1	WP_238178496.1
OG0003202	WP_015199221.1	WP_238178501.1
OG0003203	WP_015200715.1	WP_238178502.1
OG0003204	WP_015196143.1	WP_238178507.1
OG0003205	WP_015199567.1	WP_238178514.1
OG0003206	WP_015200355.1	WP_238178516.1
OG0003207	WP_015200723.1	WP_238178521.1
OG0003208	WP_015200832.1	WP_238178523.1
OG0003209	WP_041740966.1	WP_238178525.1
OG0003210	WP_015197297.1	WP_238178526.1
OG0003211	WP_015197376.1	WP_238178528.1
OG0003212	WP_015196567.1	WP_238178534.1
OG0003213	WP_015196341.1	WP_238178539.1
OG0003214	WP_015199411.1	WP_238178541.1
OG0003215	WP_015199741.1	WP_238178543.1
OG0003216	WP_015200720.1	WP_238178544.1
OG0003217	WP_015197564.1	WP_256388815.1
OG0003339	WP_015196191.1	WP_035148875.1
OG0003340	WP_015196512.1	WP_035148890.1
OG0003341	WP_015199442.1	WP_035148896.1
OG0003342	WP_015198242.1	WP_035148924.1
OG0003344	WP_015197651.1	WP_035149042.1
OG0003346	WP_015198877.1	WP_035149054.1
OG0003348	WP_015196717.1	WP_035149074.1
OG0003353	WP_015196716.1	WP_035149230.1
OG0003355	WP_015196856.1	WP_035149390.1
OG0003356	WP_015199403.1	WP_035149430.1
OG0003357	WP_015198784.1	WP_035149499.1
OG0003358	WP_015197686.1	WP_035149539.1
OG0003360	WP_015200389.1	WP_035149630.1
OG0003361	WP_015197797.1	WP_035149643.1
OG0003362	WP_015198677.1	WP_035149672.1
OG0003363	WP_041740962.1	WP_035149742.1
OG0003365	WP_083866319.1	WP_035149862.1
OG0003367	WP_015199868.1	WP_035149874.1
OG0003370	WP_015197756.1	WP_035149964.1
OG0003371	WP_015199690.1	WP_035149996.1
OG0003373	WP_015198904.1	WP_035150554.1, WP_035150040.1
OG0003374	WP_015198901.1	WP_035150044.1
OG0003375	WP_015198047.1	WP_035150087.1
OG0003376	WP_015198048.1	WP_035150089.1
OG0003377	WP_015200752.1	WP_035150134.1
OG0003378	WP_015200753.1	WP_035150136.1
OG0003381	WP_015196487.1	WP_035157718.1, WP_035150405.1
OG0003382	WP_015199522.1	WP_035150458.1
OG0003383	WP_015196486.1	WP_035150572.1
OG0003384	WP_015196656.1	WP_035150607.1
OG0003385	WP_015198938.1	WP_035150611.1
OG0003386	WP_015200541.1	WP_035150708.1
OG0003389	WP_015200777.1	WP_035150763.1
OG0003395	WP_015197354.1	WP_035150990.1, WP_035153720.1
OG0003396	WP_158333175.1	WP_035151056.1
OG0003400	WP_015197228.1	WP_035151143.1
OG0003402	WP_015197672.1	WP_035151208.1
OG0003403	WP_015197675.1	WP_035151214.1
OG0003406	WP_015199205.1	WP_035151253.1
OG0003407	WP_015196537.1	WP_035151289.1
OG0003408	WP_015196828.1	WP_035151307.1
OG0003409	WP_015198604.1	WP_035151347.1
OG0003410	WP_015199851.1	WP_035151363.1
OG0003412	WP_041740563.1	WP_035151464.1
OG0003413	WP_015196308.1	WP_035151482.1
OG0003414	WP_015200813.1	WP_035151551.1
OG0003416	WP_015198451.1	WP_035151625.1
OG0003417	WP_015198068.1	WP_035151640.1, WP_035152028.1
OG0003419	WP_015199213.1	WP_035151740.1
OG0003423	WP_015198355.1	WP_035151958.1
OG0003424	WP_041740426.1, WP_015198352.1	WP_035151976.1
OG0003426	WP_015199227.1	WP_035153935.1, WP_035152164.1
OG0003431	WP_015200622.1	WP_035152471.1
OG0003434	WP_015197996.1, WP_015198107.1	WP_035152608.1
OG0003435	WP_015196159.1	WP_035152633.1
OG0003436	WP_015196156.1	WP_035152639.1
OG0003437	WP_238993768.1	WP_035152788.1
OG0003438	WP_015197504.1	WP_035152793.1, WP_035156008.1
OG0003439	WP_015199417.1	WP_035152874.1
OG0003442	WP_015200673.1	WP_035152905.1
OG0003443	WP_015200506.1	WP_035152917.1
OG0003444	WP_015200507.1	WP_035152919.1
OG0003445	WP_015199164.1	WP_035153097.1
OG0003446	WP_015200535.1	WP_035153176.1
OG0003449	WP_015197469.1	WP_035153224.1
OG0003451	WP_015196586.1	WP_035153467.1
OG0003452	WP_015199484.1	WP_035153474.1
OG0003453	WP_015197613.1	WP_035153487.1
OG0003455	WP_015201009.1	WP_035153547.1
OG0003459	WP_015201102.1	WP_035153685.1
OG0003460	WP_015200584.1, WP_238993814.1	WP_035153690.1
OG0003461	WP_015200952.1	WP_035153710.1
OG0003462	WP_015198861.1	WP_035153736.1
OG0003465	WP_015199518.1	WP_035153777.1
OG0003466	WP_015199639.1	WP_035153793.1
OG0003467	WP_015197179.1	WP_035153807.1
OG0003469	WP_015198609.1	WP_035153849.1
OG0003470	WP_015200484.1	WP_035153867.1
OG0003471	WP_015199565.1	WP_035153875.1
OG0003472	WP_238993773.1	WP_035153908.1
OG0003473	WP_041739839.1	WP_035153925.1
OG0003474	WP_158333196.1	WP_035153938.1
OG0003475	WP_015200167.1	WP_035153972.1
OG0003476	WP_015197761.1	WP_035154003.1
OG0003477	WP_015198723.1	WP_035154016.1
OG0003479	WP_015196286.1	WP_035154041.1
OG0003480	WP_015197344.1	WP_035154102.1
OG0003481	WP_015196365.1	WP_035154109.1
OG0003482	WP_015200716.1	WP_035154114.1
OG0003483	WP_015200688.1	WP_035154154.1
OG0003486	WP_015197693.1	WP_035154230.1
OG0003487	WP_015196513.1	WP_035154239.1
OG0003488	WP_015200738.1	WP_035154262.1
OG0003489	WP_015196777.1	WP_035154273.1
OG0003490	WP_015200359.1	WP_035154287.1
OG0003491	WP_015200327.1	WP_035154328.1
OG0003492	WP_015201097.1	WP_035154373.1
OG0003493	WP_015201115.1, WP_015198492.1	WP_035154395.1
OG0003494	WP_015199256.1	WP_035154417.1
OG0003495	WP_015197337.1	WP_035154494.1
OG0003496	WP_015196869.1	WP_035154525.1
OG0003497	WP_041739605.1	WP_035154534.1
OG0003498	WP_015199261.1	WP_035154567.1
OG0003499	WP_015197169.1	WP_035154590.1
OG0003500	WP_015197434.1	WP_035154618.1
OG0003501	WP_015197214.1	WP_035154621.1
OG0003503	WP_015198815.1	WP_035154710.1
OG0003505	WP_015198662.1	WP_046814909.1
OG0003505	WP_015198665.1	WP_035154748.1
OG0003506	WP_015199578.1	WP_035154754.1
OG0003507	WP_015197525.1	WP_035154769.1
OG0003508	WP_015198928.1	WP_035154772.1
OG0003510	WP_015199590.1	WP_035154845.1
OG0003511	WP_015195774.1	WP_035154898.1
OG0003513	WP_015200890.1	WP_035154911.1
OG0003515	WP_015196477.1	WP_035154956.1
OG0003516	WP_015199306.1	WP_035154973.1
OG0003517	WP_015200295.1	WP_035155056.1
OG0003518	WP_015198804.1	WP_035155108.1
OG0003519	WP_238993736.1	WP_035155111.1
OG0003521	WP_238993836.1	WP_035155245.1
OG0003522	WP_015196743.1	WP_035155290.1
OG0003523	WP_015199452.1	WP_035155335.1
OG0003525	WP_015197735.1	WP_035155363.1
OG0003526	WP_015200508.1	WP_035155378.1
OG0003527	WP_015197115.1	WP_035155381.1
OG0003528	WP_015197444.1	WP_035155384.1
OG0003529	WP_238993767.1	WP_035155426.1
OG0003530	WP_015173946.1, WP_015200548.1	WP_035155463.1
OG0003533	WP_015197398.1	WP_035155550.1
OG0003534	WP_041740347.1	WP_035155570.1
OG0003535	WP_015199041.1	WP_035155773.1
OG0003536	WP_015197759.1	WP_035155808.1
OG0003537	WP_015199043.1	WP_035155817.1
OG0003538	WP_015197019.1	WP_035155857.1
OG0003540	WP_015200017.1	WP_035155943.1
OG0003541	WP_015200018.1	WP_035155946.1
OG0003542	WP_015196804.1	WP_035156078.1
OG0003543	WP_015198735.1	WP_035156159.1
OG0003545	WP_015198560.1	WP_035156283.1
OG0003546	WP_015200559.1	WP_035156290.1
OG0003547	WP_041739637.1	WP_035156320.1
OG0003548	WP_015200467.1	WP_035156336.1
OG0003549	WP_041739905.1	WP_035156340.1
OG0003550	WP_041739238.1	WP_035156362.1
OG0003552	WP_015196632.1	WP_035156479.1
OG0003553	WP_015200875.1	WP_035156559.1
OG0003554	WP_015200319.1	WP_035156585.1
OG0003555	WP_015199449.1	WP_035156629.1
OG0003556	WP_015199081.1	WP_035156642.1
OG0003558	WP_015198556.1	WP_035156696.1
OG0003559	WP_015199064.1	WP_035156787.1
OG0003560	WP_015197776.1	WP_035156857.1
OG0003563	WP_015199923.1	WP_035156984.1
OG0003564	WP_015199450.1	WP_035157015.1
OG0003565	WP_015196470.1	WP_035157029.1
OG0003566	WP_015197498.1, WP_015197033.1	WP_035157076.1
OG0003567	WP_015200578.1	WP_035157083.1
OG0003568	WP_015200579.1	WP_035157084.1
OG0003569	WP_015200187.1	WP_035157091.1
OG0003570	WP_015200378.1	WP_035157111.1
OG0003571	WP_015200379.1	WP_035157112.1
OG0003573	WP_015196227.1	WP_035157131.1
OG0003574	WP_015196111.1	WP_035157138.1
OG0003576	WP_015197758.1	WP_035157177.1
OG0003577	WP_015196462.1	WP_035157190.1
OG0003578	WP_015197356.1	WP_035157198.1
OG0003581	WP_051036780.1	WP_035157387.1
OG0003583	WP_015198551.1	WP_035157546.1
OG0003584	WP_015195796.1	WP_035157562.1
OG0003585	WP_015197154.1	WP_035157651.1
OG0003586	WP_015200928.1	WP_035157662.1
OG0003587	WP_015200927.1	WP_035157665.1
OG0003589	WP_015200751.1	WP_035157880.1
OG0003590	WP_015197621.1	WP_035157922.1
OG0003592	WP_015196133.1	WP_035158002.1
OG0003594	WP_015197319.1	WP_035158026.1
OG0003596	WP_015200844.1	WP_035158083.1
OG0003597	WP_015199535.1	WP_035158096.1
OG0003599	WP_015197283.1	WP_035158108.1
OG0003600	WP_015197282.1	WP_035158109.1
OG0003601	WP_015195929.1	WP_046815071.1, WP_035158116.1
OG0003602	WP_015199436.1	WP_035158133.1
OG0003604	WP_041739284.1	WP_035158177.1
OG0003605	WP_015199612.1	WP_035158185.1
OG0003608	WP_015199376.1	WP_035158229.1
OG0003610	WP_015196237.1	WP_035158282.1
OG0003612	WP_015200045.1	WP_035158357.1
OG0003614	WP_015198716.1	WP_035158545.1
OG0003615	WP_015198015.1	WP_035158646.1
OG0003616	WP_015197555.1	WP_035158735.1
OG0003617	WP_015199684.1	WP_035158895.1
OG0003619	WP_015197765.1	WP_035159068.1
OG0003620	WP_015200130.1	WP_035159235.1
OG0003622	WP_041739783.1	WP_035159338.1
OG0003623	WP_041739371.1	WP_035159340.1
OG0003624	WP_015198842.1	WP_035159341.1
OG0003625	WP_015198726.1	WP_035159420.1
OG0003626	WP_015197457.1	WP_035159433.1
OG0003627	WP_015196457.1	WP_035159452.1
OG0003628	WP_015198813.1	WP_035159472.1
OG0003629	WP_015198886.1	WP_035159544.1
OG0003630	WP_015195933.1	WP_035159827.1
OG0003631	WP_015199977.1	WP_035159848.1
OG0003634	WP_015197450.1	WP_046814684.1
OG0003637	WP_015198732.1	WP_046814783.1
OG0003639	WP_015196274.1, WP_015199291.1	WP_046814800.1
OG0003641	WP_015195944.1	WP_046814851.1
OG0003643	WP_015196427.1	WP_046814946.1
OG0003644	WP_085953349.1	WP_046815009.1
OG0003646	WP_015196503.1	WP_052754344.1
OG0003647	WP_015195941.1	WP_052754354.1
OG0003649	WP_015200892.1	WP_052754358.1
OG0003651	WP_015197841.1	WP_052754457.1
OG0003653	WP_015199236.1	WP_052754467.1
OG0003657	WP_015198307.1	WP_238178471.1, WP_052754549.1
OG0003659	WP_015198340.1	WP_082127289.1
OG0003663	WP_015200765.1	WP_082127395.1
OG0003665	WP_015195794.1	WP_082127400.1
OG0003666	WP_015199076.1	WP_082127407.1
OG0003667	WP_015200274.1	WP_144415952.1
OG0003668	WP_015198737.1	WP_144416055.1
OG0003669	WP_015198001.1, WP_015198103.1, WP_015200280.1	WP_144416059.1
OG0003670	WP_015200377.1	WP_144416072.1
OG0003671	WP_015199466.1	WP_144416075.1
OG0003672	WP_015197881.1	WP_144416136.1, WP_238178480.1
OG0003673	WP_015200488.1	WP_168163479.1
OG0003674	WP_238993769.1	WP_201782629.1
OG0003675	WP_015196957.1	WP_201782654.1
OG0003676	WP_203225984.1	WP_201782663.1
OG0003677	WP_015200691.1	WP_238178354.1
OG0003678	WP_085953325.1	WP_238178390.1
OG0003680	WP_238993775.1	WP_238178413.1
OG0003682	WP_015198456.1	WP_238178419.1, WP_238178548.1
OG0003683	WP_015196430.1	WP_238178423.1
OG0003684	WP_015199224.1	WP_238178446.1
OG0003685	WP_015198020.1	WP_256388848.1, WP_238178456.1
OG0003686	WP_015198134.1	WP_238178490.1
OG0003687	WP_015196700.1	WP_238178506.1
OG0003689	WP_015197763.1	WP_256388833.1
OG0003950	WP_015199954.1	WP_035149591.1
OG0003951	WP_015199952.1	WP_035149596.1
OG0003953	WP_015198722.1	WP_035149640.1
OG0003955	WP_015198911.1	WP_035149668.1, WP_035154652.1
OG0003956	WP_041740722.1	WP_035149749.1
OG0003957	WP_015199660.1	WP_035149780.1
OG0003958	WP_015199661.1	WP_035149782.1
OG0003962	WP_015197783.1	WP_035149986.1, WP_144415997.1
OG0003965	WP_015198327.1	WP_035150047.1
OG0003966	WP_041739448.1	WP_035150077.1
OG0003967	WP_015200564.1	WP_035150272.1
OG0003969	WP_015199529.1	WP_035150365.1
OG0003972	WP_015196903.1	WP_035150427.1
OG0003973	WP_015196902.1	WP_035150429.1
OG0003975	WP_015195842.1	WP_035150444.1
OG0003976	WP_015197682.1	WP_035150446.1
OG0003978	WP_015200914.1	WP_035150574.1
OG0003986	WP_015197753.1	WP_035150697.1
OG0003991	WP_015196299.1	WP_035150858.1
OG0003992	WP_015200661.1	WP_035150898.1
OG0003994	WP_041740270.1	WP_035150968.1
OG0003997	WP_015197048.1	WP_035151105.1
OG0003998	WP_015196391.1	WP_035151150.1
OG0003999	WP_015196326.1	WP_035151181.1
OG0004000	WP_015197597.1	WP_035151422.1
OG0004002	WP_051036638.1	WP_035151515.1
OG0004004	WP_015197720.1	WP_035151603.1
OG0004005	WP_015198384.1	WP_201782680.1, WP_035151681.1
OG0004006	WP_015198415.1	WP_035151709.1
OG0004007	WP_015198414.1	WP_035151712.1
OG0004008	WP_015198395.1	WP_035151736.1
OG0004009	WP_015198273.1	WP_035151788.1
OG0004010	WP_015198257.1	WP_035153164.1, WP_035151812.1, WP_052754433.1
OG0004012	WP_041741308.1	WP_035151915.1
OG0004015	WP_015196042.1	WP_035151982.1
OG0004016	WP_015198335.1	WP_035152006.1
OG0004017	WP_015199809.1	WP_035152025.1
OG0004026	WP_041740245.1, WP_015200219.1, WP_015196400.1	WP_035152311.1
OG0004030	WP_015197880.1	WP_035152378.1
OG0004032	WP_015197392.1	WP_035152545.1
OG0004033	WP_015197391.1	WP_035152546.1
OG0004034	WP_015197390.1	WP_035152549.1
OG0004035	WP_015197877.1	WP_035152583.1, WP_035152551.1
OG0004036	WP_015198106.1, WP_015197997.1	WP_035152612.1
OG0004043	WP_015199280.1	WP_035152930.1
OG0004045	WP_015200649.1	WP_035152999.1
OG0004046	WP_015195976.1	WP_035153078.1
OG0004047	WP_015199040.1	WP_035153090.1
OG0004049	WP_015199316.1	WP_035153181.1
OG0004050	WP_015199336.1	WP_035153241.1
OG0004051	WP_015200812.1	WP_035153247.1
OG0004052	WP_015200811.1	WP_035153259.1
OG0004055	WP_041739891.1	WP_035153354.1
OG0004056	WP_162471395.1	WP_035153389.1
OG0004057	WP_015196412.1	WP_035153466.1
OG0004060	WP_015196710.1	WP_035153533.1
OG0004061	WP_015197043.1	WP_035153608.1
OG0004062	WP_015197232.1, WP_015197046.1	WP_035153612.1
OG0004066	WP_015196781.1	WP_035153712.1
OG0004067	WP_041739810.1	WP_035153760.1
OG0004068	WP_015195848.1	WP_035153788.1
OG0004069	WP_015200618.1	WP_035153831.1
OG0004070	WP_015200616.1	WP_035153835.1
OG0004071	WP_015196725.1, WP_015200403.1	WP_035153916.1
OG0004072	WP_015196723.1, WP_015200461.1	WP_035153926.1
OG0004074	WP_015197812.1	WP_035154033.1
OG0004077	WP_015197066.1	WP_035154181.1
OG0004078	WP_015196776.1	WP_035154270.1
OG0004080	WP_015199635.1	WP_035154336.1
OG0004082	WP_015199632.1	WP_035154343.1
OG0004083	WP_015200582.1, WP_015198278.1	WP_035154354.1
OG0004091	WP_015199404.1	WP_035154774.1
OG0004092	WP_015198409.1	WP_035154825.1
OG0004097	WP_015200299.1	WP_035155047.1
OG0004100	WP_015196620.1	WP_035155339.1
OG0004102	WP_015196480.1	WP_035155389.1
OG0004111	WP_015197514.1	WP_035155989.1, WP_046814907.1
OG0004116	WP_015200526.1	WP_035156371.1
OG0004120	WP_015199458.1	WP_035156798.1
OG0004121	WP_015198998.1	WP_035156821.1
OG0004123	WP_015199636.1	WP_035156979.1
OG0004124	WP_015201061.1	WP_035157007.1
OG0004128	WP_015197032.1	WP_035157074.1
OG0004129	WP_015200760.1	WP_035157143.1
OG0004130	WP_015195860.1	WP_035157188.1
OG0004131	WP_015197413.1	WP_035157390.1
OG0004133	WP_015197312.1	WP_046814705.1, WP_035157551.1
OG0004134	WP_015198681.1	WP_035157575.1
OG0004135	WP_015198680.1	WP_035157576.1
OG0004136	WP_015198663.1	WP_035159189.1, WP_035157610.1
OG0004139	WP_015196379.1	WP_035157867.1
OG0004140	WP_015199147.1	WP_035158053.1
OG0004141	WP_015200780.1	WP_035158064.1
OG0004142	WP_015196993.1	WP_035158068.1
OG0004143	WP_015199082.1	WP_035158104.1
OG0004144	WP_015200851.1	WP_035158164.1
OG0004145	WP_015198542.1	WP_035158168.1
OG0004148	WP_158333190.1	WP_035158299.1
OG0004150	WP_015199752.1	WP_035158866.1
OG0004151	WP_015200577.1	WP_035158880.1
OG0004153	WP_015196464.1	WP_035159041.1
OG0004154	WP_015196265.1	WP_035159086.1
OG0004155	WP_015199631.1	WP_035159113.1
OG0004156	WP_041740753.1	WP_035159145.1
OG0004159	WP_015196617.1	WP_035159266.1
OG0004160	WP_015197558.1	WP_035159271.1
OG0004161	WP_015200023.1	WP_035159534.1
OG0004163	WP_015173887.1	WP_046815080.1
OG0004163	WP_041741272.1, WP_015197255.1	WP_035159928.1
OG0004170	WP_015200071.1	WP_046814788.1
OG0004171	WP_015201047.1	WP_046814789.1
OG0004172	WP_015198445.1	WP_046814833.1
OG0004174	WP_041739087.1	WP_046814857.1
OG0004175	WP_238993837.1	WP_046814891.1
OG0004179	WP_015199830.1	WP_052754411.1
OG0004180	WP_015196104.1, WP_015198334.1	WP_052754420.1
OG0004182	WP_015200888.1	WP_052754501.1
OG0004190	WP_238993821.1	WP_082127390.1
OG0004192	WP_015197440.1	WP_144416056.1
OG0004193	WP_015199927.1	WP_144416073.1
OG0004194	WP_015195846.1	WP_168163430.1
OG0004196	WP_015199717.1	WP_168163478.1
OG0004199	WP_041740355.1	WP_201782682.1
OG0004200	WP_015200619.1	WP_238178338.1
OG0004202	WP_015198444.1	WP_238178355.1
OG0004203	WP_015200943.1	WP_238178359.1
OG0004204	WP_015198583.1	WP_238178360.1
OG0004205	WP_015197405.1	WP_238178365.1
OG0004206	WP_255348465.1	WP_238178386.1
OG0004209	WP_015198137.1, WP_015198122.1, WP_015197922.1	WP_238178418.1
OG0004210	WP_238993819.1	WP_238178431.1
OG0004213	WP_015200836.1	WP_238178457.1
OG0004214	WP_015198396.1	WP_238178460.1
OG0004215	WP_015198529.1	WP_238178495.1
OG0004216	WP_015200810.1	WP_238178498.1
OG0004217	WP_238993765.1	WP_238178505.1
OG0004220	WP_015198494.1	WP_238178545.1
OG0004221	WP_015196051.1	WP_238178551.1
OG0004665	WP_015196317.1	WP_035149053.1
OG0004666	WP_015196235.1	WP_035149056.1
OG0004687	WP_015198495.1	WP_035149476.1
OG0004688	WP_015199852.1	WP_035149489.1
OG0004693	WP_015199665.1	WP_035149778.1
OG0004703	WP_015197159.1	WP_035150145.1
OG0004704	WP_015199871.1	WP_035157004.1, WP_035150237.1
OG0004710	WP_041739350.1, WP_015199380.1	WP_035150549.1
OG0004714	WP_015199689.1	WP_035150641.1
OG0004719	WP_015198564.1	WP_035150988.1
OG0004728	WP_015198072.1	WP_035151672.1, WP_035152474.1
OG0004729	WP_015198381.1	WP_035151682.1
OG0004730	WP_015198268.1	WP_035151779.1, WP_046814776.1
OG0004734	WP_015201145.1	WP_035151919.1
OG0004736	WP_015197973.1, WP_015196053.1	WP_035151949.1
OG0004737	WP_015197058.1	WP_035151984.1
OG0004739	WP_015198324.1	WP_035152037.1
OG0004740	WP_015196210.1	WP_238178555.1, WP_035152048.1, WP_256388871.1
OG0004750	WP_238993777.1	WP_035152358.1
OG0004751	WP_015197875.1	WP_035152381.1
OG0004752	WP_015197857.1	WP_035152389.1
OG0004760	WP_041739491.1	WP_035153597.1
OG0004760	WP_041739542.1	WP_035152672.1
OG0004762	WP_015197690.1	WP_035152701.1
OG0004765	WP_015196911.1	WP_035152781.1
OG0004766	WP_015197800.1	WP_035152862.1
OG0004767	WP_015200705.1	WP_035152933.1
OG0004771	WP_238993731.1	WP_035153263.1
OG0004776	WP_015197044.1	WP_035153610.1
OG0004777	WP_015195847.1	WP_035153786.1
