Orthogroup	PCC_6303	PCC_7716
OG0001484	WP_015195824.1	WP_224176769.1
OG0001485	WP_015199850.1	WP_224176774.1
OG0001486	WP_015199831.1	WP_224177662.1
OG0001487	WP_015200353.1	WP_224176500.1
OG0001488	WP_015200352.1	WP_019495464.1
OG0001489	WP_015200391.1	WP_223977546.1
OG0001490	WP_015199958.1	WP_223989244.1
OG0001491	WP_015195850.1	WP_224174928.1, WP_224177792.1, WP_224179773.1, WP_224176755.1
OG0001492	WP_015195851.1	WP_224177608.1
OG0001493	WP_015195852.1	WP_223989502.1
OG0001494	WP_015196600.1	WP_223985508.1
OG0001495	WP_015197596.1	WP_223975550.1
OG0001496	WP_041740323.1	WP_224176436.1
OG0001497	WP_015199262.1	WP_223985750.1
OG0001498	WP_015196850.1	WP_223985752.1
OG0001499	WP_015200430.1	WP_224178261.1
OG0001500	WP_015200431.1	WP_223974019.1
OG0001501	WP_015200432.1	WP_223974018.1
OG0001502	WP_015197010.1	WP_223975262.1
OG0001503	WP_015197011.1	WP_019492223.1
OG0001504	WP_015197012.1	WP_224177978.1
OG0001505	WP_015198764.1	WP_223990088.1
OG0001506	WP_015196171.1	WP_019495824.1
OG0001507	WP_015196170.1	WP_223978978.1
OG0001508	WP_015197820.1, WP_015197821.1	WP_224174664.1
OG0001509	WP_015198721.1	WP_224176822.1
OG0001510	WP_015200442.1	WP_224175568.1
OG0001511	WP_015199897.1	WP_223977904.1
OG0001512	WP_015199898.1	WP_223977905.1
OG0001513	WP_015199899.1	WP_223977906.1
OG0001514	WP_015199900.1	WP_223977979.1
OG0001515	WP_041740833.1	WP_223977909.1
OG0001516	WP_015200814.1	WP_019494149.1
OG0001517	WP_015199251.1	WP_019490979.1
OG0001518	WP_015198871.1	WP_223990520.1
OG0001519	WP_015198872.1	WP_223990517.1
OG0001520	WP_015198875.1	WP_224175991.1
OG0001521	WP_015198619.1	WP_223976752.1
OG0001522	WP_015198620.1	WP_223976754.1
OG0001523	WP_015198621.1	WP_019494112.1
OG0001524	WP_015198623.1	WP_223991255.1
OG0001526	WP_015197116.1	WP_224176966.1
OG0001527	WP_015197114.1	WP_224179739.1
OG0001528	WP_051036773.1	WP_223991206.1
OG0001529	WP_015197112.1	WP_223991204.1
OG0001530	WP_015198305.1	WP_224175961.1
OG0001531	WP_015198397.1	WP_223977118.1, WP_223974342.1
OG0001535	WP_015196109.1, WP_015198329.1	WP_224175674.1
OG0001536	WP_015196110.1, WP_015198328.1	WP_224175671.1
OG0001537	WP_015198322.1	WP_223980802.1
OG0001538	WP_015196114.1, WP_015198319.1	WP_224175663.1
OG0001539	WP_015198315.1, WP_015196117.1	WP_224180241.1, WP_224175660.1
OG0001540	WP_015196190.1	WP_223978266.1
OG0001541	WP_015197253.1, WP_015196070.1	WP_223979347.1
OG0001544	WP_015196389.1	WP_223979195.1
OG0001545	WP_015196387.1	WP_223979191.1
OG0001546	WP_015196386.1	WP_127082961.1
OG0001547	WP_015196385.1	WP_223979189.1
OG0001548	WP_015196384.1	WP_223979187.1
OG0001549	WP_015196383.1	WP_223979185.1
OG0001550	WP_015199919.1	WP_223987672.1
OG0001552	WP_015197599.1	WP_223975548.1
OG0001553	WP_015197598.1	WP_073617699.1
OG0001554	WP_015199031.1	WP_223987004.1
OG0001555	WP_015199030.1	WP_224177674.1
OG0001556	WP_015199973.1	WP_224177931.1
OG0001557	WP_015199972.1	WP_224177932.1
OG0001558	WP_015199061.1	WP_224177933.1
OG0001559	WP_015196625.1	WP_224174780.1
OG0001560	WP_015200829.1	WP_223982843.1
OG0001561	WP_041739990.1	WP_223984810.1
OG0001562	WP_015197284.1	WP_223986126.1
OG0001563	WP_015198944.1	WP_224173963.1
OG0001564	WP_015199753.1	WP_223973296.1
OG0001565	WP_015199761.1	WP_223973300.1
OG0001566	WP_015199763.1	WP_223973305.1
OG0001567	WP_015199764.1	WP_223973306.1
OG0001568	WP_015199765.1	WP_223973639.1
OG0001569	WP_015199766.1	WP_224175346.1
OG0001571	WP_015199216.1	WP_223972623.1
OG0001572	WP_015199217.1	WP_223972625.1
OG0001573	WP_015199419.1	WP_223986423.1
OG0001574	WP_015200773.1	WP_224176807.1
OG0001575	WP_015196968.1	WP_223989724.1
OG0001576	WP_041740194.1	WP_223986406.1
OG0001577	WP_015199000.1	WP_073617634.1
OG0001578	WP_015200671.1	WP_127079674.1
OG0001579	WP_015200672.1	WP_223985812.1
OG0001580	WP_015198927.1	WP_224178723.1
OG0001581	WP_015200674.1	WP_223985814.1
OG0001582	WP_015200676.1	WP_223985816.1
OG0001584	WP_015199797.1	WP_223991438.1
OG0001585	WP_015197018.1	WP_223991437.1
OG0001586	WP_015199312.1	WP_223970141.1
OG0001587	WP_015199722.1	WP_224178025.1
OG0001588	WP_015199274.1	WP_224179535.1
OG0001589	WP_015200019.1	WP_223975069.1
OG0001590	WP_015200020.1	WP_224178050.1
OG0001591	WP_015197741.1	WP_223991073.1
OG0001592	WP_015197742.1	WP_224177851.1
OG0001593	WP_015197743.1	WP_223991077.1
OG0001594	WP_015197744.1	WP_224177852.1
OG0001595	WP_144051025.1	WP_224177853.1
OG0001596	WP_015197747.1	WP_127083501.1
OG0001597	WP_015197748.1	WP_223987637.1
OG0001598	WP_015197750.1	WP_223987642.1
OG0001599	WP_041739368.1	WP_224177859.1
OG0001600	WP_015199310.1	WP_224178179.1
OG0001601	WP_015200976.1	WP_073618877.1
OG0001602	WP_015200977.1	WP_224175182.1
OG0001603	WP_015200978.1	WP_223972933.1
OG0001604	WP_041740012.1	WP_223972934.1
OG0001605	WP_015199297.1	WP_224176453.1
OG0001606	WP_015196988.1	WP_224175461.1
OG0001607	WP_015195773.1	WP_224173988.1
OG0001608	WP_015199604.1	WP_223990660.1
OG0001609	WP_015199603.1	WP_223990664.1
OG0001610	WP_015199602.1	WP_223986813.1
OG0001611	WP_015197570.1	WP_223986821.1
OG0001612	WP_015199711.1	WP_224177520.1
OG0001613	WP_015199685.1	WP_224175382.1
OG0001614	WP_015199047.1	WP_223976570.1
OG0001615	WP_015200226.1	WP_223976574.1
OG0001616	WP_238993728.1	WP_224178046.1
OG0001617	WP_015196645.1	WP_223975093.1
OG0001618	WP_015197174.1	WP_223990656.1
OG0001619	WP_015197175.1	WP_026093586.1
OG0001620	WP_041739200.1	WP_019495578.1
OG0001621	WP_015199022.1	WP_127085796.1
OG0001622	WP_015199023.1	WP_224174656.1
OG0001623	WP_015199024.1	WP_223973570.1
OG0001624	WP_015199039.1	WP_224174655.1
OG0001625	WP_015200846.1	WP_224174651.1
OG0001626	WP_015199165.1	WP_223989778.1
OG0001627	WP_015199166.1	WP_223989776.1
OG0001628	WP_083866362.1	WP_223985838.1
OG0001629	WP_015199309.1	WP_224173965.1
OG0001630	WP_015196651.1	WP_223973516.1
OG0001631	WP_015198996.1	WP_223986329.1
OG0001632	WP_015200737.1	WP_224176817.1
OG0001633	WP_015195772.1	WP_224176818.1
OG0001634	WP_015199255.1	WP_224176819.1
OG0001635	WP_015199001.1	WP_223985840.1
OG0001636	WP_015199003.1	WP_127084285.1
OG0001637	WP_015199004.1	WP_223985852.1
OG0001638	WP_015199005.1	WP_223985855.1
OG0001639	WP_015199006.1	WP_224173972.1
OG0001640	WP_015199008.1	WP_224173973.1
OG0001641	WP_041740714.1	WP_224173974.1
OG0001642	WP_015199010.1	WP_224173975.1
OG0001643	WP_015197470.1	WP_223985880.1
OG0001644	WP_015197468.1	WP_223985885.1
OG0001645	WP_015197467.1	WP_223991391.1
OG0001646	WP_015200997.1	WP_019491739.1
OG0001647	WP_015197684.1	WP_224178141.1
OG0001648	WP_015196509.1	WP_223974573.1
OG0001649	WP_015196510.1	WP_223974571.1
OG0001650	WP_015196511.1	WP_223974569.1
OG0001651	WP_015197016.1	WP_255667703.1
OG0001652	WP_015197017.1	WP_223991294.1
OG0001653	WP_015199324.1	WP_224173954.1
OG0001654	WP_015199327.1	WP_224173956.1
OG0001655	WP_158333170.1	WP_223982913.1
OG0001656	WP_015199747.1	WP_019491762.1
OG0001657	WP_015199287.1	WP_223986367.1
OG0001658	WP_015199220.1	WP_223986360.1
OG0001659	WP_015196368.1	WP_224179178.1
OG0001660	WP_015196366.1	WP_224179179.1
OG0001661	WP_015196495.1	WP_223986443.1
OG0001662	WP_015196714.1	WP_223982907.1
OG0001663	WP_015196713.1	WP_223982904.1
OG0001664	WP_015196712.1	WP_223982901.1
OG0001665	WP_015200021.1	WP_224178784.1
OG0001666	WP_015200825.1	WP_223982895.1
OG0001667	WP_015197346.1	WP_223981031.1
OG0001668	WP_015196879.1	WP_223991326.1
OG0001669	WP_015196878.1	WP_224175367.1
OG0001670	WP_015198995.1	WP_223981025.1
OG0001671	WP_015200236.1	WP_223980992.1
OG0001672	WP_015200497.1	WP_223980983.1
OG0001673	WP_015200095.1	WP_223980980.1
OG0001674	WP_015200097.1	WP_223991479.1
OG0001675	WP_015197221.1	WP_223982981.1
OG0001676	WP_015200242.1	WP_224178775.1
OG0001677	WP_015198857.1	WP_223974554.1
OG0001678	WP_015198856.1	WP_223974556.1
OG0001679	WP_015197328.1	WP_224178144.1
OG0001680	WP_015197329.1	WP_223974560.1
OG0001681	WP_015197330.1	WP_223974563.1
OG0001682	WP_015197331.1	WP_223974565.1
OG0001683	WP_041740590.1	WP_223991296.1
OG0001684	WP_015201023.1	WP_224175166.1
OG0001685	WP_015200244.1	WP_223982961.1
OG0001686	WP_015200632.1	WP_223981220.1
OG0001687	WP_015200631.1	WP_224177176.1
OG0001688	WP_015200591.1	WP_224177174.1
OG0001689	WP_015200713.1	WP_223976887.1
OG0001690	WP_015200712.1	WP_223976885.1
OG0001691	WP_015197100.1	WP_223989712.1
OG0001692	WP_015199733.1	WP_223975077.1
OG0001693	WP_015199735.1	WP_224178047.1
OG0001694	WP_041739812.1	WP_223975082.1
OG0001695	WP_015200596.1	WP_224178829.1
OG0001696	WP_041739958.1	WP_223988279.1
OG0001697	WP_015201110.1	WP_223977997.1
OG0001698	WP_015201111.1	WP_224177363.1
OG0001699	WP_015200793.1	WP_073618183.1
OG0001700	WP_015200794.1	WP_224178827.1
OG0001701	WP_015200799.1	WP_224178822.1
OG0001702	WP_015200800.1	WP_223988202.1
OG0001703	WP_015200801.1	WP_223988200.1
OG0001704	WP_015200803.1	WP_223988198.1
OG0001705	WP_015198647.1	WP_223988193.1
OG0001706	WP_015196929.1	WP_224175321.1
OG0001707	WP_015201096.1	WP_224177542.1
OG0001708	WP_015197611.1	WP_223991092.1
OG0001709	WP_015197612.1	WP_127082684.1
OG0001710	WP_015197622.1	WP_224176806.1
OG0001711	WP_015198527.1	WP_223973349.1
OG0001712	WP_015197579.1	WP_224177347.1
OG0001713	WP_015197580.1	WP_224177346.1
OG0001714	WP_015199161.1	WP_223977956.1
OG0001715	WP_015199160.1	WP_026093369.1
OG0001716	WP_015199159.1	WP_127078652.1
OG0001717	WP_041740738.1	WP_127078650.1
OG0001718	WP_015199156.1	WP_223977083.1
OG0001719	WP_015199154.1	WP_223977085.1
OG0001721	WP_015199149.1	WP_223984914.1
OG0001722	WP_015199148.1	WP_223984389.1
OG0001723	WP_015197021.1	WP_224176687.1
OG0001724	WP_015197526.1	WP_224178721.1
OG0001725	WP_015201012.1	WP_019489918.1
OG0001726	WP_015201011.1	WP_127086549.1
OG0001727	WP_015201010.1	WP_223972316.1
OG0001728	WP_015197607.1	WP_224177266.1
OG0001729	WP_015198878.1	WP_019493152.1
OG0001730	WP_015198879.1	WP_223991360.1
OG0001731	WP_015198880.1	WP_223981873.1
OG0001732	WP_015198640.1	WP_223977867.1
OG0001733	WP_015198643.1	WP_224176569.1
OG0001734	WP_015198888.1	WP_223973707.1
OG0001735	WP_015198889.1	WP_224178418.1
OG0001736	WP_015200054.1	WP_127085030.1
OG0001737	WP_015200055.1	WP_223981446.1
OG0001738	WP_015201018.1	WP_223972902.1
OG0001739	WP_015200166.1	WP_224175172.1
OG0001740	WP_015200164.1	WP_223972912.1
OG0001741	WP_015200163.1	WP_223972914.1
OG0001742	WP_015200162.1	WP_223972915.1
OG0001743	WP_015200333.1	WP_223982703.1
OG0001744	WP_015200335.1	WP_223981466.1
OG0001745	WP_015200336.1	WP_224177209.1
OG0001746	WP_041740056.1	WP_223989511.1
OG0001747	WP_015195898.1	WP_223989513.1
OG0001748	WP_015197537.1	WP_223986026.1
OG0001749	WP_015197231.1, WP_015197047.1, WP_015197040.1	WP_224174745.1
OG0001750	WP_015198987.1	WP_223980690.1
OG0001751	WP_015199252.1	WP_223987067.1
OG0001752	WP_015196664.1	WP_223989907.1
OG0001753	WP_015198855.1	WP_223983666.1
OG0001754	WP_015196791.1	WP_223983668.1
OG0001755	WP_015197288.1	WP_224177943.1
OG0001756	WP_015197287.1	WP_223975614.1
OG0001757	WP_015197286.1	WP_223975612.1
OG0001758	WP_015197285.1	WP_223975610.1
OG0001759	WP_015195880.1	WP_223975564.1
OG0001760	WP_015195881.1	WP_019492961.1
OG0001761	WP_015195882.1	WP_223975562.1
OG0001762	WP_015195883.1	WP_073617689.1
OG0001763	WP_015195884.1	WP_223991168.1
OG0001764	WP_015195885.1	WP_224177947.1
OG0001765	WP_015195886.1	WP_224177948.1
OG0001766	WP_015197542.1	WP_223986028.1
OG0001767	WP_015197541.1	WP_223986027.1
OG0001768	WP_015201103.1	WP_224178717.1
OG0001769	WP_015201101.1	WP_127081800.1
OG0001770	WP_015201100.1	WP_224178716.1
OG0001771	WP_015196544.1	WP_224176856.1
OG0001772	WP_015200955.1	WP_223981110.1
OG0001773	WP_015200954.1	WP_223981107.1
OG0001774	WP_015200953.1	WP_223981091.1
OG0001775	WP_015196778.1	WP_223986024.1
OG0001776	WP_015198859.1	WP_224179545.1
OG0001777	WP_015196679.1	WP_223976502.1
OG0001778	WP_015196678.1	WP_223976500.1
OG0001779	WP_015199370.1	WP_223982955.1
OG0001780	WP_015199592.1	WP_223980306.1
OG0001781	WP_015199591.1	WP_223980329.1
OG0001782	WP_015199821.1	WP_224177074.1
OG0001783	WP_015198615.1	WP_224178870.1
OG0001784	WP_015197481.1	WP_127086783.1
OG0001785	WP_015197480.1	WP_223981057.1
OG0001786	WP_015197479.1	WP_223981060.1
OG0001787	WP_015197477.1	WP_223981066.1
OG0001788	WP_015197476.1	WP_127086778.1
OG0001789	WP_015197475.1	WP_019494379.1
OG0001790	WP_015197474.1	WP_224177159.1
OG0001791	WP_041740909.1	WP_224179571.1
OG0001792	WP_015197219.1	WP_224177207.1
OG0001793	WP_015199806.1	WP_224177220.1
OG0001794	WP_015195896.1	WP_223986827.1
OG0001795	WP_015198607.1	WP_223986834.1
OG0001796	WP_015198753.1	WP_224177037.1
OG0001797	WP_015198754.1	WP_224177038.1
OG0001798	WP_015198755.1	WP_127080139.1
OG0001799	WP_015200491.1	WP_224175149.1
OG0001800	WP_015200489.1	WP_224175150.1
OG0001801	WP_015200487.1	WP_224175153.1
OG0001802	WP_015200486.1	WP_223972877.1
OG0001803	WP_015200485.1	WP_224175158.1
OG0001804	WP_015200697.1	WP_223974773.1
OG0001805	WP_015200605.1	WP_223976650.1
OG0001806	WP_015196720.1	WP_223989991.1
OG0001807	WP_015197265.1	WP_224177888.1
OG0001808	WP_015196731.1	WP_223989985.1
OG0001809	WP_015196318.1	WP_223974775.1
OG0001810	WP_015199606.1	WP_224178111.1
OG0001811	WP_015196594.1	WP_223974786.1
OG0001812	WP_015196836.1	WP_223988224.1
OG0001813	WP_015196834.1	WP_127086597.1
OG0001814	WP_015196833.1	WP_223988235.1
OG0001815	WP_015200483.1	WP_224175160.1
OG0001816	WP_015197029.1	WP_224177155.1
OG0001817	WP_015197028.1	WP_223981039.1
OG0001818	WP_041740929.1	WP_224177153.1
OG0001819	WP_015200758.1	WP_224177152.1
OG0001820	WP_015200826.1	WP_224178785.1
OG0001821	WP_015200824.1	WP_224178786.1
OG0001822	WP_015200169.1	WP_224175169.1
OG0001824	WP_015199553.1	WP_223987679.1
OG0001825	WP_015197128.1	WP_026093431.1
OG0001826	WP_015196279.1	WP_224175602.1
OG0001827	WP_015196278.1	WP_224179666.1
OG0001828	WP_041739384.1, WP_015198074.1	WP_223990129.1
OG0001829	WP_015195947.1	WP_223974699.1
OG0001830	WP_015198780.1	WP_223981942.1
OG0001831	WP_015195946.1	WP_223974731.1
OG0001832	WP_015201069.1	WP_224179234.1
OG0001833	WP_015201071.1	WP_223978209.1
OG0001834	WP_015201073.1	WP_223978207.1
OG0001835	WP_015197813.1	WP_224174690.1
OG0001836	WP_015197814.1	WP_224174689.1
OG0001837	WP_015196281.1	WP_224176350.1
OG0001838	WP_015196285.1	WP_224176351.1
OG0001839	WP_041740198.1	WP_223990021.1
OG0001840	WP_015196288.1	WP_223990023.1
OG0001841	WP_015196290.1	WP_073616602.1
OG0001842	WP_015196291.1	WP_223990025.1
OG0001843	WP_041740204.1	WP_223990029.1
OG0001844	WP_015197239.1	WP_224175551.1
OG0001845	WP_015197238.1	WP_224175552.1
OG0001846	WP_015199721.1	WP_224178026.1
OG0001847	WP_015197616.1	WP_224175162.1
OG0001848	WP_015197182.1	WP_073617862.1
OG0001849	WP_015197181.1	WP_019494389.1
OG0001850	WP_041740331.1	WP_127086787.1
OG0001851	WP_015199947.1	WP_127084143.1
OG0001852	WP_015200743.1	WP_224174059.1
OG0001853	WP_015200089.1	WP_223986476.1
OG0001854	WP_015200087.1	WP_223986479.1
OG0001856	WP_015199510.1	WP_224178420.1
OG0001857	WP_015196362.1	WP_223982004.1
OG0001858	WP_015196433.1	WP_224177276.1
OG0001859	WP_015196432.1	WP_224177275.1
OG0001860	WP_015200718.1	WP_223976895.1
OG0001861	WP_015197737.1	WP_223981716.1
OG0001862	WP_015200000.1	WP_223982456.1
OG0001863	WP_015200001.1	WP_224177327.1
OG0001864	WP_015200002.1	WP_224177147.1
OG0001865	WP_015200003.1	WP_224177146.1
OG0001866	WP_015200004.1	WP_223980943.1
OG0001867	WP_015196209.1	WP_223991471.1
OG0001868	WP_015196866.1	WP_223971324.1
OG0001869	WP_015196867.1	WP_224174634.1
OG0001870	WP_015199962.1	WP_224174641.1
OG0001871	WP_051036781.1	WP_224178718.1
OG0001872	WP_015200682.1	WP_224174643.1
OG0001873	WP_015200686.1	WP_223987725.1
OG0001874	WP_015200687.1	WP_223973357.1
OG0001875	WP_015197164.1	WP_224177794.1
OG0001876	WP_015199997.1	WP_224177330.1
OG0001877	WP_015196460.1	WP_127082708.1, WP_223974298.1
OG0001878	WP_041739045.1	WP_224175145.1
OG0001879	WP_015200769.1	WP_223977277.1
OG0001880	WP_041740721.1	WP_127086995.1
OG0001881	WP_015197155.1	WP_223973761.1
OG0001882	WP_015197156.1	WP_223973762.1
OG0001883	WP_015197157.1	WP_223973763.1
OG0001884	WP_015200787.1	WP_224175530.1
OG0001886	WP_015198602.1	WP_223986864.1
OG0001887	WP_015198603.1	WP_223986861.1
OG0001888	WP_015199564.1	WP_223976660.1
OG0001889	WP_015199361.1	WP_224177223.1
OG0001890	WP_015198464.1	WP_223971010.1
OG0001891	WP_041739595.1	WP_224174235.1
OG0001892	WP_015198461.1	WP_223973558.1
OG0001893	WP_015197694.1	WP_223971042.1
OG0001894	WP_015197691.1	WP_223971045.1
OG0001895	WP_015197775.1	WP_224176609.1
OG0001896	WP_015196917.1	WP_223976152.1
OG0001897	WP_015200329.1	WP_224177689.1
OG0001898	WP_015196459.1	WP_224175144.1
OG0001899	WP_015199694.1	WP_223991145.1
OG0001900	WP_015199371.1	WP_223982934.1
OG0001902	WP_015200740.1	WP_224178424.1
OG0001903	WP_015200739.1	WP_223976043.1
OG0001904	WP_015196534.1	WP_223976027.1
OG0001905	WP_015196536.1	WP_019493673.1
OG0001906	WP_015196771.1	WP_224177160.1
OG0001907	WP_015196769.1	WP_223981082.1
OG0001908	WP_041740277.1	WP_223981079.1
OG0001909	WP_015200222.1	WP_223981071.1
OG0001910	WP_015200223.1	WP_223990646.1
OG0001911	WP_015200357.1	WP_223990644.1
OG0001912	WP_015200358.1	WP_223990642.1
OG0001913	WP_015200360.1	WP_073620025.1
OG0001914	WP_015200364.1	WP_223990634.1
OG0001915	WP_015200365.1	WP_223990631.1
OG0001916	WP_015200366.1	WP_026093584.1
OG0001917	WP_015200367.1	WP_224176425.1
OG0001918	WP_015200368.1	WP_223990629.1
OG0001919	WP_015200369.1	WP_223990627.1
OG0001920	WP_015196417.1	WP_223980347.1
OG0001921	WP_015196418.1	WP_224177077.1
OG0001922	WP_015196419.1	WP_224177076.1
OG0001923	WP_015196420.1	WP_019494517.1
OG0001924	WP_015196421.1	WP_019494518.1
OG0001925	WP_041740238.1	WP_223980341.1
OG0001926	WP_015196425.1	WP_224177075.1
OG0001927	WP_015200918.1	WP_223972507.1
OG0001928	WP_015200921.1	WP_224175004.1
OG0001929	WP_015200325.1	WP_223972498.1
OG0001930	WP_015200324.1	WP_224175002.1
OG0001931	WP_015200323.1	WP_224175001.1
OG0001932	WP_015197659.1	WP_224174012.1
OG0001933	WP_015198650.1	WP_223986011.1
OG0001934	WP_015195837.1	WP_224174013.1
OG0001935	WP_015200370.1	WP_224176426.1
OG0001936	WP_015200371.1	WP_224176427.1
OG0001937	WP_015198473.1	WP_223975410.1
OG0001938	WP_015198470.1	WP_224177962.1
OG0001939	WP_015198469.1	WP_224177960.1
OG0001940	WP_015198468.1	WP_223975433.1
OG0001941	WP_015201013.1	WP_224174766.1
OG0001942	WP_015201098.1	WP_026093008.1
OG0001943	WP_015195900.1	WP_224177543.1
OG0001944	WP_015196447.1	WP_224179364.1
OG0001945	WP_041740716.1	WP_224176428.1
OG0001946	WP_015199016.1	WP_224176206.1
OG0001947	WP_015199017.1	WP_224176207.1
OG0001948	WP_015199019.1	WP_223978987.1
OG0001949	WP_015199020.1	WP_224176208.1
OG0001950	WP_015197353.1	WP_223987198.1
OG0001951	WP_015198841.1	WP_223987193.1
OG0001952	WP_015198713.1	WP_224177318.1
OG0001953	WP_015198712.1	WP_223982358.1
OG0001954	WP_015198711.1	WP_223982361.1
OG0001955	WP_015198710.1	WP_223982378.1
OG0001956	WP_015198708.1	WP_224177320.1
OG0001957	WP_015197322.1	WP_224179357.1
OG0001958	WP_041740847.1	WP_224177935.1
OG0001959	WP_015199987.1	WP_223973212.1
OG0001960	WP_015201044.1	WP_224177683.1
OG0001961	WP_015200561.1	WP_223987333.1
OG0001962	WP_015197366.1	WP_224175566.1
OG0001963	WP_015195901.1	WP_223972570.1
OG0001964	WP_015195902.1	WP_224175018.1
OG0001965	WP_015201075.1	WP_223975666.1
OG0001966	WP_015201076.1	WP_224177941.1
OG0001967	WP_015201079.1	WP_223975654.1
OG0001968	WP_015201080.1	WP_223975652.1
OG0001969	WP_015201083.1	WP_073617668.1
OG0001970	WP_015201085.1	WP_223975636.1
OG0001971	WP_015201086.1	WP_224177942.1
OG0001972	WP_015201087.1	WP_127081482.1
OG0001973	WP_015201088.1	WP_127081481.1
OG0001974	WP_015197338.1	WP_224177186.1
OG0001975	WP_015197342.1	WP_224177185.1
OG0001976	WP_015200644.1	WP_223981347.1
OG0001977	WP_015200642.1	WP_224177182.1
OG0001978	WP_015200641.1	WP_223981318.1
OG0001979	WP_015200640.1	WP_019494321.1
OG0001980	WP_041740914.1	WP_224179505.1
OG0001981	WP_015200638.1	WP_073617805.1
OG0001982	WP_015200963.1	WP_223973083.1
OG0001983	WP_015200140.1	WP_019489390.1
OG0001984	WP_015200139.1	WP_224175262.1
OG0001986	WP_015199988.1	WP_224175555.1
OG0001987	WP_015201104.1	WP_224175556.1
OG0001989	WP_015200084.1	WP_073618030.1
OG0001990	WP_015199551.1	WP_224179605.1
OG0001991	WP_015201046.1	WP_127086977.1
OG0001992	WP_015196612.1	WP_224178796.1
OG0001993	WP_015199092.1	WP_224178805.1
OG0001994	WP_015199053.1	WP_223973500.1
OG0001995	WP_015200663.1	WP_223985984.1
OG0001996	WP_015196437.1	WP_224176847.1
OG0001997	WP_015196439.1	WP_224176849.1
OG0001998	WP_015197642.1	WP_224177096.1
OG0001999	WP_015197643.1	WP_224177097.1
OG0002000	WP_015197644.1	WP_223980533.1
OG0002001	WP_015200072.1	WP_223978786.1
OG0002002	WP_015200073.1	WP_224176055.1
OG0002003	WP_015195879.1	WP_223978627.1
OG0002004	WP_015195877.1	WP_223978629.1
OG0002005	WP_015196558.1	WP_224178479.1
OG0002006	WP_015199188.1	WP_019490775.1
OG0002007	WP_015199494.1	WP_224179484.1
OG0002008	WP_015199493.1	WP_223985595.1
