Orthogroup	336-3	NIES-3974
OG0003528	WP_035155384.1	WP_096620167.1
OG0003532	WP_035155542.1	WP_096622848.1
OG0003534	WP_035155570.1	WP_096622523.1
OG0003535	WP_035155773.1	WP_096625497.1
OG0003536	WP_035155808.1	WP_096621916.1
OG0003539	WP_035155917.1	WP_096620949.1
OG0003542	WP_035156078.1	WP_096622910.1
OG0003544	WP_035156233.1	WP_096622595.1
OG0003545	WP_035156283.1	WP_096625363.1
OG0003547	WP_035156320.1	WP_096622362.1
OG0003548	WP_035156336.1	WP_096621587.1
OG0003551	WP_035156383.1	WP_096626049.1
OG0003552	WP_035156479.1	WP_096622160.1
OG0003553	WP_035156559.1	WP_096620418.1
OG0003556	WP_035156642.1	WP_096623525.1
OG0003557	WP_035156663.1	WP_096621463.1
OG0003558	WP_035156696.1	WP_096621794.1
OG0003561	WP_035156876.1	WP_096620248.1
OG0003562	WP_035156941.1	WP_096625319.1
OG0003563	WP_035156984.1	WP_096623981.1
OG0003565	WP_035157029.1	WP_096622421.1
OG0003576	WP_035157177.1	WP_096622506.1
OG0003577	WP_035157190.1	WP_096625980.1
OG0003578	WP_035157198.1	WP_096622520.1
OG0003579	WP_035157230.1	WP_096621148.1
OG0003580	WP_035157294.1	WP_096625416.1
OG0003582	WP_035157492.1	WP_096621620.1
OG0003583	WP_035157546.1	WP_096621590.1
OG0003588	WP_035157776.1	WP_096621025.1
OG0003589	WP_035157880.1	WP_096622492.1
OG0003591	WP_035157928.1	WP_096621899.1
OG0003592	WP_035158002.1	WP_096622966.1
OG0003593	WP_035158006.1	WP_231943150.1
OG0003594	WP_035158026.1	WP_096620019.1
OG0003596	WP_035158083.1	WP_157780713.1
OG0003598	WP_035158107.1	WP_096621542.1
OG0003599	WP_035158108.1	WP_231943191.1
OG0003600	WP_035158109.1	WP_096620243.1
OG0003602	WP_035158133.1	WP_096621113.1
OG0003604	WP_035158177.1	WP_096622805.1
OG0003606	WP_035158195.1	WP_096620829.1, WP_096622163.1
OG0003611	WP_035158321.1	WP_096624356.1
OG0003613	WP_035158394.1	WP_096626410.1
OG0003619	WP_035159068.1	WP_096620303.1
OG0003622	WP_035159338.1	WP_231943168.1
OG0003623	WP_035159340.1	WP_096621915.1
OG0003625	WP_035159420.1	WP_096619821.1
OG0003629	WP_035159544.1	WP_096620046.1
OG0003634	WP_046814684.1	WP_096619863.1
OG0003636	WP_046814748.1	WP_231943386.1
OG0003638	WP_046814791.1	WP_096623513.1
OG0003639	WP_046814800.1	WP_096622085.1
OG0003642	WP_046814877.1, WP_046814876.1	WP_231943187.1
OG0003643	WP_046814946.1	WP_231943329.1
OG0003645	WP_046815076.1	WP_172892763.1
OG0003646	WP_052754344.1	WP_172892827.1
OG0003647	WP_052754354.1	WP_096625485.1
OG0003649	WP_052754358.1	WP_096623362.1
OG0003650	WP_052754380.1	WP_231943203.1
OG0003658	WP_082127237.1	WP_096621996.1
OG0003660	WP_082127323.1	WP_096621008.1
OG0003661	WP_082127369.1	WP_096620563.1
OG0003663	WP_082127395.1	WP_096625015.1
OG0003666	WP_082127407.1	WP_096620910.1
OG0003667	WP_144415952.1	WP_096620390.1
OG0003673	WP_168163479.1	WP_172892791.1
OG0003674	WP_201782629.1	WP_157780636.1
OG0003677	WP_238178354.1	WP_231943301.1
OG0003678	WP_238178390.1	WP_096621629.1
OG0003680	WP_238178413.1	WP_096624322.1
OG0003681	WP_238178414.1	WP_231943061.1
OG0003682	WP_238178419.1	WP_096625918.1
OG0003683	WP_238178423.1	WP_231943327.1
OG0003684	WP_238178446.1	WP_096625144.1
OG0003688	WP_238178530.1	WP_096625146.1
OG0003689	WP_256388833.1	WP_096620382.1
OG0003947	WP_035149301.1	WP_096622122.1
OG0003958	WP_035149782.1	WP_231943108.1
OG0003962	WP_035149986.1, WP_144415997.1	WP_096621053.1
OG0003968	WP_035150281.1	WP_096621723.1
OG0003972	WP_035150427.1	WP_096623703.1
OG0003973	WP_035150429.1	WP_096623701.1
OG0003979	WP_035150595.1	WP_096625984.1
OG0003982	WP_035150615.1	WP_096622765.1, WP_096625509.1
OG0003983	WP_035150635.1	WP_096623061.1
OG0003984	WP_035150637.1	WP_096623063.1
OG0004002	WP_035151515.1	WP_231943147.1
OG0004003	WP_035151521.1	WP_096625179.1
OG0004004	WP_035151603.1	WP_096621735.1
OG0004005	WP_201782680.1, WP_035151681.1	WP_231943214.1
OG0004021	WP_035152226.1	WP_096624477.1
OG0004022	WP_035152262.1	WP_096623196.1
OG0004026	WP_035152311.1	WP_096620401.1
OG0004027	WP_035152316.1	WP_096621169.1
OG0004032	WP_035152545.1	WP_096625300.1
OG0004033	WP_035152546.1	WP_096625302.1
OG0004034	WP_035152549.1	WP_096625304.1
OG0004036	WP_035152612.1	WP_096622304.1
OG0004039	WP_035152736.1	WP_096620409.1
OG0004042	WP_035152796.1	WP_096624688.1
OG0004045	WP_035152999.1	WP_096622922.1
OG0004053	WP_035153286.1	WP_096622472.1
OG0004054	WP_035153290.1	WP_096622470.1
OG0004060	WP_035153533.1	WP_096622368.1
OG0004061	WP_035153608.1	WP_096621378.1
OG0004062	WP_035153612.1	WP_096621832.1
OG0004063	WP_035153616.1	WP_096626540.1
OG0004064	WP_035153653.1	WP_096622109.1
OG0004066	WP_035153712.1	WP_231943298.1
OG0004069	WP_035153831.1	WP_096624015.1
OG0004070	WP_035153835.1	WP_096624019.1
OG0004071	WP_035153916.1	WP_096623511.1
OG0004072	WP_035153926.1	WP_096623507.1
OG0004074	WP_035154033.1	WP_096621184.1
OG0004078	WP_035154270.1	WP_096620912.1
OG0004084	WP_035154374.1	WP_096624859.1
OG0004085	WP_035154536.1	WP_096621012.1
OG0004091	WP_035154774.1	WP_096620891.1
OG0004092	WP_035154825.1	WP_096624939.1
OG0004097	WP_035155047.1	WP_231943233.1
OG0004099	WP_035155269.1	WP_096619873.1
OG0004105	WP_035155575.1	WP_096621421.1
OG0004107	WP_035155618.1	WP_096621754.1
OG0004108	WP_035155624.1	WP_096622086.1
OG0004109	WP_035155745.1	WP_096622930.1
OG0004111	WP_035155989.1, WP_046814907.1	WP_096624843.1
OG0004113	WP_035156114.1	WP_096626385.1
OG0004115	WP_035156301.1	WP_096626069.1
OG0004116	WP_035156371.1	WP_172892812.1
OG0004117	WP_035156457.1	WP_096624736.1
OG0004118	WP_035156598.1	WP_197707025.1
OG0004119	WP_035156780.1	WP_096619853.1
OG0004122	WP_035156878.1	WP_096620461.1
OG0004125	WP_035157035.1	WP_096626319.1
OG0004134	WP_035157575.1	WP_096625789.1
OG0004135	WP_035157576.1	WP_096620105.1
OG0004139	WP_035157867.1	WP_096625412.1
OG0004145	WP_035158168.1	WP_096623441.1
OG0004147	WP_035158212.1	WP_096622680.1
OG0004151	WP_035158880.1	WP_096625436.1
OG0004152	WP_035159029.1	WP_096620798.1
OG0004161	WP_035159534.1	WP_231943125.1
OG0004165	WP_046814690.1	WP_172892769.1
OG0004166	WP_046814701.1	WP_172892794.1
OG0004179	WP_052754411.1	WP_096620682.1
OG0004183	WP_052754511.1	WP_197707038.1
OG0004184	WP_052754565.1	WP_096625282.1
OG0004189	WP_082127382.1	WP_157780838.1
OG0004192	WP_144416056.1	WP_096624769.1
OG0004193	WP_144416073.1	WP_096622771.1
OG0004199	WP_201782682.1	WP_096626542.1
OG0004200	WP_238178338.1	WP_096624013.1
OG0004201	WP_238178345.1	WP_197707019.1
OG0004203	WP_238178359.1	WP_096620365.1
OG0004207	WP_238178407.1	WP_096622954.1
OG0004210	WP_238178431.1	WP_096623541.1
OG0004211	WP_238178434.1	WP_096623059.1
OG0004221	WP_238178551.1	WP_096621308.1
OG0004665	WP_035149053.1	WP_096623645.1
OG0004686	WP_035149448.1	WP_096626245.1
OG0004690	WP_035149547.1	WP_096625499.1
OG0004691	WP_035149559.1	WP_096625501.1
OG0004695	WP_035149788.1	WP_096621031.1
OG0004703	WP_035150145.1	WP_096620125.1
OG0004712	WP_035150613.1	WP_096625507.1
OG0004714	WP_035150641.1	WP_096622534.1
OG0004719	WP_035150988.1	WP_096621070.1
OG0004726	WP_035151504.1	WP_231943148.1
OG0004727	WP_035151509.1	WP_157780818.1, WP_096620322.1
OG0004745	WP_035152223.1	WP_096624481.1
OG0004747	WP_035152257.1	WP_096621172.1
OG0004767	WP_035152933.1	WP_096621210.1
OG0004773	WP_035153471.1	WP_096622529.1
OG0004776	WP_035153610.1	WP_096621379.1
OG0004778	WP_035153871.1	WP_096620799.1
OG0004779	WP_035153876.1	WP_096620860.1
OG0004780	WP_035153877.1	WP_231943356.1
OG0004781	WP_035153879.1	WP_096622174.1
OG0004782	WP_035153882.1	WP_096622172.1
OG0004783	WP_035153912.1	WP_096620991.1
OG0004784	WP_035153914.1	WP_096620992.1
OG0004785	WP_035153918.1	WP_096621221.1
OG0004786	WP_035153927.1	WP_096623509.1
OG0004792	WP_035154397.1	WP_096621394.1
OG0004793	WP_035154460.1	WP_096621528.1
OG0004794	WP_035154696.1	WP_096621273.1
OG0004795	WP_035154736.1, WP_035154719.1	WP_096620327.1
OG0004797	WP_035154787.1	WP_096620868.1
OG0004799	WP_035155331.1	WP_096624308.1
OG0004803	WP_035155536.1	WP_096626269.1
OG0004810	WP_035156248.1, WP_144415970.1	WP_096620882.1
OG0004811	WP_035156418.1	WP_172892809.1
OG0004824	WP_035157864.1	WP_096625410.1
OG0004830	WP_035158106.1	WP_096621541.1
OG0004838	WP_035158442.1	WP_096624523.1
OG0004840	WP_035158589.1	WP_096622333.1
OG0004845	WP_035159630.1	WP_096621516.1
OG0004852	WP_046814713.1	WP_096620351.1
OG0004854	WP_046814795.1	WP_096620661.1
OG0004859	WP_046814934.1	WP_096623647.1
OG0004864	WP_052754416.1	WP_096624392.1
OG0004869	WP_052754455.1	WP_096621380.1
OG0004872	WP_082127295.1	WP_096624479.1
OG0004874	WP_082127352.1	WP_096625162.1
OG0004876	WP_082127410.1	WP_172892740.1
OG0004882	WP_168163395.1	WP_157780654.1
OG0004884	WP_168163480.1	WP_172892746.1
OG0004885	WP_168163491.1	WP_172892759.1
OG0004888	WP_238178336.1	WP_255408933.1
OG0005636	WP_035148901.1	WP_096621532.1
OG0005647	WP_035149563.1	WP_096621714.1
OG0005660	WP_035150106.1	WP_096620250.1
OG0005663	WP_035150270.1	WP_096621252.1
OG0005665	WP_035150303.1	WP_096620354.1
OG0005666	WP_035150307.1	WP_255408808.1
OG0005668	WP_035150472.1, WP_035150474.1	WP_096625177.1
OG0005676	WP_035150739.1	WP_157780761.1
OG0005677	WP_035150743.1	WP_096622942.1
OG0005679	WP_035150890.1	WP_096620075.1
OG0005680	WP_035150896.1	WP_197707033.1
OG0005681	WP_035150913.1	WP_096625347.1
OG0005688	WP_035151326.1	WP_096620528.1
OG0005705	WP_035152110.1	WP_096624045.1
OG0005709	WP_035152294.1	WP_096622585.1
OG0005716	WP_035152628.1	WP_096620282.1
OG0005717	WP_035152630.1	WP_096620283.1
OG0005718	WP_035152636.1	WP_096620287.1
OG0005719	WP_035152641.1	WP_096620290.1
OG0005720	WP_035152644.1	WP_096620291.1
OG0005721	WP_035152652.1	WP_096620293.1
OG0005722	WP_035152653.1	WP_096620294.1
OG0005735	WP_035153309.1	WP_172892765.1
OG0005737	WP_035153590.1	WP_172892802.1
OG0005738	WP_035153591.1	WP_231943115.1
OG0005746	WP_035154611.1	WP_096626363.1
OG0005754	WP_035155131.1	WP_096619967.1
OG0005756	WP_035155475.1	WP_096622303.1
OG0005757	WP_035155514.1	WP_096625011.1
OG0005760	WP_035155923.1	WP_096621479.1
OG0005761	WP_035156089.1	WP_096622870.1
OG0005764	WP_035156305.1	WP_096625091.1
OG0005766	WP_035156992.1	WP_096620084.1
OG0005767	WP_035157192.1	WP_157780823.1
OG0005771	WP_035157974.1	WP_096623906.1
OG0005773	WP_035158036.1	WP_096621190.1
OG0005782	WP_046814785.1	WP_096620285.1
OG0005783	WP_046814786.1	WP_096620288.1
OG0005787	WP_046814878.1	WP_157780665.1
OG0005788	WP_046814881.1	WP_231943346.1
OG0005790	WP_052754439.1	WP_096620281.1
OG0005795	WP_052754527.1	WP_231943087.1
OG0005800	WP_082127415.1	WP_096620352.1
OG0005804	WP_144415961.1	WP_096620608.1
OG0005810	WP_144416024.1	WP_231943195.1
OG0005811	WP_144416117.1	WP_096626568.1
OG0005814	WP_168163457.1	WP_172892744.1
OG0005818	WP_168163497.1	WP_157780660.1
OG0005822	WP_201782662.1	WP_096623732.1
OG0005823	WP_201782670.1	WP_096620074.1
OG0005827	WP_238178410.1	WP_231943365.1
OG0005829	WP_238178453.1	WP_096621874.1
OG0005835	WP_238178488.1	WP_231943194.1
OG0005836	WP_238178489.1	WP_096620292.1
OG0005838	WP_238178494.1	WP_096620779.1
OG0007343	WP_035148931.1	WP_096622554.1
OG0007344	WP_035148978.1	WP_096620697.1
OG0007378	WP_035150910.1	WP_231943525.1
OG0007384	WP_035151296.1	WP_096624059.1
OG0007443	WP_035153172.1	WP_096624686.1
OG0007446	WP_035153618.1	WP_096623036.1
OG0007452	WP_035154317.1	WP_096623764.1
OG0007454	WP_035154513.1	WP_231943315.1
OG0007461	WP_035155341.1	WP_096621766.1
OG0007469	WP_035157195.1	WP_096625382.1
OG0007485	WP_035158858.1	WP_172892811.1
OG0007545	WP_238178443.1	WP_096621057.1
