Orthogroup	336-3	PCC_7716
OG0002787	WP_035157995.1	WP_224174173.1
OG0002788	WP_035157999.1	WP_223970174.1
OG0002789	WP_035158001.1	WP_223970164.1
OG0002790	WP_035158009.1	WP_223974023.1
OG0002791	WP_035158011.1	WP_223974021.1
OG0002792	WP_035158013.1	WP_223987038.1
OG0002793	WP_035158017.1	WP_224177657.1
OG0002794	WP_035158019.1	WP_223989273.1
OG0002795	WP_035158021.1	WP_223989274.1
OG0002796	WP_035158022.1	WP_224177656.1
OG0002797	WP_035158025.1	WP_127077749.1
OG0002798	WP_035158027.1	WP_224176523.1
OG0002799	WP_035158028.1	WP_223984469.1
OG0002800	WP_035158031.1	WP_224179708.1
OG0002801	WP_035158033.1	WP_224176518.1
OG0002802	WP_035158034.1	WP_223973041.1
OG0002803	WP_035158038.1	WP_223972831.1
OG0002804	WP_035158041.1	WP_223991243.1
OG0002805	WP_035158042.1	WP_224176640.1
OG0002806	WP_035158044.1	WP_223977352.1
OG0002807	WP_035158048.1	WP_019495168.1
OG0002808	WP_035158050.1	WP_073624265.1
OG0002809	WP_035158061.1	WP_223971474.1
OG0002810	WP_035158063.1	WP_224174649.1
OG0002811	WP_035158065.1	WP_223989917.1
OG0002812	WP_035158066.1	WP_223989788.1
OG0002813	WP_035158067.1	WP_223989790.1
OG0002814	WP_035158069.1	WP_223972465.1
OG0002815	WP_035158071.1	WP_224178058.1
OG0002816	WP_035158072.1	WP_223976640.1
OG0002817	WP_035158074.1	WP_224177484.1
OG0002818	WP_035158078.1	WP_224175039.1, WP_224177751.1
OG0002819	WP_035158080.1	WP_223987246.1, WP_224175499.1
OG0002820	WP_035158081.1	WP_223978332.1
OG0002821	WP_035158082.1	WP_223978333.1
OG0002822	WP_035158086.1	WP_223989696.1
OG0002823	WP_035158087.1	WP_223989698.1
OG0002824	WP_035158088.1	WP_127083479.1
OG0002825	WP_035158089.1	WP_223991358.1
OG0002826	WP_035158090.1	WP_127083481.1
OG0002827	WP_035158091.1	WP_073621175.1
OG0002828	WP_035158092.1	WP_127083483.1
OG0002829	WP_035158093.1	WP_019493685.1
OG0002830	WP_035158094.1	WP_223987668.1
OG0002831	WP_035158097.1	WP_224177716.1
OG0002832	WP_035158099.1	WP_223987135.1
OG0002833	WP_035158101.1	WP_073622198.1
OG0002834	WP_035158103.1	WP_223987124.1
OG0002835	WP_035158112.1	WP_223976475.1
OG0002836	WP_035158113.1	WP_223976477.1
OG0002837	WP_035158114.1	WP_223976479.1
OG0002838	WP_035158115.1	WP_223976481.1
OG0002839	WP_035158120.1	WP_224175249.1
OG0002840	WP_035158122.1	WP_224179490.1
OG0002841	WP_035158123.1	WP_224179598.1
OG0002842	WP_035158125.1	WP_223989252.1
OG0002843	WP_035158130.1	WP_224177711.1
OG0002844	WP_035158132.1	WP_223973755.1
OG0002845	WP_035158134.1	WP_223982335.1
OG0002846	WP_035158139.1	WP_224174659.1
OG0002847	WP_035158143.1	WP_223990548.1
OG0002848	WP_035158144.1	WP_223990546.1
OG0002849	WP_035158145.1	WP_223990544.1
OG0002850	WP_035158153.1	WP_223976704.1
OG0002851	WP_035158154.1	WP_224179488.1
OG0002852	WP_035158156.1	WP_223978928.1
OG0002853	WP_035158158.1	WP_019488796.1
OG0002854	WP_035158159.1	WP_223978232.1
OG0002855	WP_035158162.1	WP_223978237.1
OG0002856	WP_035158163.1	WP_224179662.1
OG0002857	WP_035158166.1	WP_019495696.1
OG0002858	WP_035158173.1	WP_224178485.1
OG0002859	WP_035158178.1	WP_073621285.1
OG0002860	WP_035158179.1	WP_223987323.1
OG0002861	WP_035158180.1	WP_224177766.1
OG0002862	WP_035158181.1	WP_223987317.1
OG0002863	WP_035158182.1	WP_224177765.1
OG0002865	WP_035158184.1	WP_224177764.1
OG0002866	WP_035158186.1	WP_127085954.1
OG0002867	WP_035158187.1	WP_223971267.1
OG0002868	WP_035158188.1	WP_224178480.1
OG0002869	WP_035158189.1	WP_224178483.1
OG0002870	WP_035158190.1	WP_224178484.1
OG0002871	WP_035158192.1	WP_223972588.1
OG0002872	WP_035158194.1	WP_223985171.1
OG0002873	WP_035158196.1	WP_223990365.1
OG0002874	WP_035158197.1	WP_223975932.1
OG0002875	WP_035158198.1	WP_223975935.1
OG0002876	WP_035158199.1	WP_223975938.1
OG0002877	WP_035158200.1	WP_224175565.1
OG0002878	WP_035158203.1	WP_224179362.1
OG0002879	WP_035158205.1	WP_224179183.1
OG0002880	WP_035158207.1	WP_223990984.1
OG0002881	WP_035158209.1	WP_224177121.1
OG0002882	WP_035158214.1	WP_224176599.1
OG0002883	WP_035158219.1	WP_224176014.1
OG0002884	WP_035158236.1	WP_224177866.1
OG0002885	WP_035158252.1	WP_223976312.1
OG0002886	WP_035158253.1	WP_224176449.1
OG0002887	WP_035158261.1	WP_224177229.1
OG0002888	WP_035158278.1	WP_224174015.1
OG0002889	WP_035158279.1	WP_223971098.1
OG0002890	WP_035158281.1	WP_223982143.1
OG0002891	WP_035158283.1	WP_224179715.1
OG0002892	WP_035158311.1	WP_224177679.1
OG0002893	WP_035158323.1	WP_223987309.1
OG0002894	WP_035158351.1	WP_127085574.1
OG0002895	WP_035158355.1	WP_223977780.1
OG0002896	WP_035158370.1	WP_224178088.1
OG0002897	WP_035158372.1	WP_127079628.1
OG0002898	WP_035158403.1	WP_224177538.1
OG0002899	WP_035158405.1	WP_223975995.1
OG0002900	WP_035158406.1	WP_224173928.1
OG0002901	WP_035158408.1	WP_223986108.1
OG0002902	WP_035158411.1	WP_224178672.1
OG0002903	WP_035158417.1	WP_224178387.1
OG0002904	WP_035158419.1	WP_223989692.1
OG0002905	WP_035158421.1	WP_019490738.1
OG0002906	WP_035158445.1	WP_224178516.1
OG0002907	WP_035158446.1	WP_073619603.1
OG0002908	WP_035158447.1	WP_127079798.1
OG0002909	WP_035158451.1	WP_224179711.1
OG0002910	WP_035158459.1	WP_223978652.1
OG0002911	WP_035158461.1	WP_224175508.1
OG0002912	WP_035158475.1	WP_223975458.1
OG0002913	WP_035158486.1	WP_223986402.1
OG0002914	WP_035158493.1	WP_224176443.1
OG0002915	WP_035158504.1	WP_223985586.1
OG0002916	WP_035158506.1	WP_224177598.1
OG0002917	WP_035158511.1	WP_224179596.1
OG0002918	WP_035158514.1	WP_223973649.1
OG0002919	WP_035158516.1	WP_224178016.1
OG0002920	WP_035158525.1	WP_223971725.1
OG0002921	WP_035158540.1	WP_127085183.1
OG0002922	WP_035158542.1	WP_224179649.1
OG0002923	WP_035158548.1	WP_223972813.1
OG0002924	WP_035158552.1	WP_224175107.1
OG0002925	WP_035158561.1	WP_019490613.1
OG0002926	WP_035158567.1	WP_223972964.1
OG0002927	WP_035158570.1	WP_223978286.1
OG0002928	WP_035158601.1	WP_224176811.1
OG0002929	WP_035158604.1	WP_223977910.1
OG0002930	WP_201782674.1	WP_224175825.1
OG0002930	WP_035158651.1	WP_224180104.1
OG0002932	WP_035158849.1	WP_223986997.1
OG0002933	WP_035158873.1	WP_223985798.1
OG0002934	WP_035158882.1	WP_223975164.1
OG0002935	WP_035158885.1	WP_224178237.1
OG0002936	WP_035158900.1	WP_223990654.1
OG0002937	WP_035158903.1	WP_223985836.1
OG0002938	WP_035158907.1	WP_224176461.1
OG0002939	WP_035158925.1	WP_224178142.1
OG0002940	WP_035158933.1	WP_223986949.1
OG0002941	WP_035158936.1	WP_223982910.1
OG0002942	WP_035158944.1	WP_223981233.1
OG0002943	WP_035158945.1	WP_223981224.1
OG0002944	WP_035158952.1	WP_224178823.1
OG0002945	WP_035158954.1	WP_019491693.1
OG0002946	WP_035158969.1	WP_223982699.1
OG0002947	WP_035158975.1	WP_223981463.1
OG0002948	WP_035159045.1	WP_224175168.1
OG0002949	WP_035159048.1	WP_224175170.1
OG0002950	WP_035159059.1	WP_224175554.1
OG0002951	WP_035159098.1	WP_223990638.1
OG0002952	WP_035159102.1	WP_224175003.1
OG0002953	WP_035159115.1	WP_223981088.1
OG0002954	WP_035159121.1	WP_223975396.1
OG0002955	WP_035159123.1	WP_223976030.1
OG0002956	WP_035159128.1	WP_223972568.1
OG0002957	WP_035159129.1	WP_019494315.1
OG0002958	WP_035159136.1	WP_224175134.1
OG0002959	WP_035159138.1	WP_224175133.1
OG0002960	WP_035159152.1	WP_019490036.1
OG0002961	WP_035159154.1	WP_223985593.1
OG0002962	WP_035159159.1	WP_224179210.1
OG0002963	WP_035159163.1	WP_224175035.1
OG0002964	WP_035159196.1	WP_223973765.1
OG0002965	WP_035159198.1	WP_224179299.1
OG0002966	WP_035159199.1	WP_224178037.1
OG0002967	WP_035159207.1	WP_224177640.1
OG0002968	WP_035159217.1	WP_224178398.1
OG0002969	WP_035159223.1	WP_224177850.1
OG0002970	WP_035159224.1	WP_223973674.1
OG0002971	WP_035159226.1	WP_019492420.1
OG0002972	WP_035159227.1	WP_224177384.1
OG0002973	WP_035159233.1	WP_223989491.1
OG0002974	WP_035159238.1	WP_223973594.1
OG0002975	WP_035159252.1	WP_224174765.1
OG0002976	WP_035159262.1	WP_224177491.1
OG0002977	WP_035159263.1	WP_223972416.1
OG0002978	WP_035159313.1	WP_224178797.1
OG0002979	WP_035159319.1	WP_223978649.1
OG0002980	WP_035159334.1	WP_223987608.1
OG0002981	WP_035159342.1	WP_223977602.1
OG0002982	WP_035159350.1	WP_224177508.1
OG0002983	WP_035159352.1	WP_224177506.1
OG0002984	WP_035159371.1	WP_224176549.1
OG0002985	WP_035159372.1	WP_224176546.1
OG0002986	WP_035159374.1	WP_127084395.1
OG0002987	WP_035159387.1	WP_224178078.1
OG0002988	WP_035159394.1	WP_223990277.1
OG0002989	WP_035159401.1	WP_224175148.1
OG0002990	WP_035159402.1	WP_019489196.1
OG0002991	WP_035159423.1	WP_223976847.1
OG0002992	WP_035159442.1	WP_224179239.1
OG0002993	WP_035159453.1	WP_223976082.1
OG0002994	WP_035159459.1	WP_224177938.1
OG0002995	WP_035159461.1	WP_224177619.1
OG0002996	WP_035159474.1	WP_019492665.1
OG0002997	WP_035159490.1	WP_224176853.1
OG0002998	WP_035159493.1	WP_223989406.1
OG0002999	WP_035159501.1	WP_224174060.1
OG0003000	WP_035159511.1	WP_224176972.1
OG0003001	WP_035159515.1	WP_223989583.1
OG0003002	WP_035159516.1	WP_224177873.1
OG0003003	WP_035159527.1	WP_223987047.1
OG0003004	WP_035159550.1	WP_223975014.1
OG0003005	WP_035159571.1	WP_223984829.1
OG0003006	WP_035159572.1	WP_223983139.1
OG0003007	WP_035159587.1	WP_223981440.1
OG0003008	WP_035159604.1	WP_224179215.1
OG0003009	WP_035159608.1	WP_233155682.1
OG0003010	WP_035159617.1	WP_223990650.1
OG0003011	WP_035159624.1	WP_127086018.1
OG0003012	WP_035159627.1	WP_223989784.1
OG0003013	WP_035159632.1	WP_223972464.1
OG0003014	WP_035159636.1	WP_224175361.1
OG0003015	WP_035159642.1	WP_224177862.1
OG0003016	WP_035159644.1	WP_223987132.1
OG0003017	WP_035159660.1	WP_026093602.1
OG0003018	WP_035159661.1	WP_224178486.1
OG0003019	WP_035159662.1	WP_223971261.1
OG0003020	WP_035159666.1	WP_224179185.1
OG0003021	WP_035159671.1	WP_223972746.1
OG0003022	WP_035159841.1	WP_224175083.1
OG0003023	WP_035159930.1	WP_255666276.1, WP_224179349.1
OG0003024	WP_046814678.1	WP_223984160.1, WP_223976908.1, WP_224177574.1
OG0003025	WP_046814691.1	WP_223973374.1
OG0003026	WP_046814694.1	WP_224174418.1, WP_224177805.1
OG0003026	WP_052754496.1	WP_224178374.1
OG0003027	WP_046814709.1	WP_224176362.1
OG0003028	WP_046814711.1	WP_224176922.1
OG0003029	WP_046814720.1	WP_224176961.1
OG0003030	WP_046814722.1	WP_224176982.1
OG0003031	WP_046814724.1	WP_223972724.1
OG0003032	WP_046814725.1	WP_224176442.1
OG0003033	WP_046814734.1	WP_224178848.1, WP_223971687.1
OG0003034	WP_046814741.1	WP_224175377.1
OG0003035	WP_046814743.1	WP_223990580.1
OG0003036	WP_046814781.1	WP_223989239.1
OG0003037	WP_046814796.1	WP_224178794.1
OG0003038	WP_046814801.1	WP_224173955.1
OG0003039	WP_046814802.1	WP_224178783.1
OG0003040	WP_046814805.1	WP_223984402.1
OG0003041	WP_046814806.1	WP_223978257.1
OG0003042	WP_046814809.1	WP_224177162.1
OG0003043	WP_046814818.1	WP_223978208.1
OG0003044	WP_046814819.1	WP_224176352.1
OG0003045	WP_046814822.1	WP_223976893.1
OG0003046	WP_046814836.1	WP_224176042.1, WP_224178702.1
OG0003047	WP_046814843.1	WP_223974058.1
OG0003048	WP_046814853.1	WP_224177682.1
OG0003049	WP_046814856.1	WP_224179489.1
OG0003050	WP_046814868.1	WP_223989901.1
OG0003051	WP_046814874.1	WP_224175904.1, WP_223973123.1
OG0003052	WP_046814875.1	WP_224176558.1
OG0003053	WP_046814879.1	WP_224178070.1
OG0003054	WP_046814883.1	WP_224175437.1
OG0003055	WP_046814884.1	WP_223977990.1
OG0003056	WP_046814887.1	WP_223987770.1
OG0003057	WP_046814890.1	WP_224178303.1
OG0003058	WP_046814895.1	WP_223991177.1
OG0003059	WP_046814896.1	WP_224175640.1
OG0003060	WP_046814897.1	WP_224176356.1
OG0003061	WP_046814898.1	WP_224178470.1
OG0003062	WP_046814900.1	WP_223990200.1
OG0003063	WP_046814901.1	WP_223986892.1
OG0003064	WP_046814902.1	WP_223983622.1
OG0003065	WP_046814903.1	WP_224179268.1
OG0003066	WP_046814905.1	WP_224178417.1
OG0003067	WP_046814917.1	WP_223977261.1
OG0003068	WP_046814926.1	WP_223978954.1
OG0003069	WP_046814949.1	WP_223980177.1
OG0003070	WP_046814968.1	WP_223977685.1
OG0003071	WP_046814975.1	WP_224177457.1
OG0003072	WP_046814995.1	WP_224173964.1
OG0003073	WP_046815057.1	WP_224179104.1
OG0003074	WP_046815068.1	WP_223971106.1
OG0003075	WP_052754339.1	WP_223973075.1
OG0003076	WP_052754349.1	WP_223973350.1
OG0003078	WP_052754374.1	WP_224176929.1
OG0003079	WP_052754376.1	WP_224177139.1
OG0003080	WP_052754394.1	WP_224178750.1
OG0003082	WP_082127326.1, WP_052754450.1	WP_223972227.1
OG0003083	WP_052754453.1	WP_223977087.1
OG0003084	WP_052754454.1	WP_223979098.1
OG0003085	WP_052754479.1	WP_224179271.1
OG0003086	WP_052754489.1	WP_224177485.1
OG0003087	WP_052754509.1	WP_224177731.1
OG0003088	WP_052754510.1	WP_223989524.1
OG0003089	WP_052754517.1	WP_224176573.1
OG0003090	WP_052754524.1, WP_238178532.1	WP_224174827.1
OG0003091	WP_052754536.1	WP_223971478.1
OG0003092	WP_052754538.1	WP_224176582.1
OG0003093	WP_052754541.1	WP_223990084.1
OG0003094	WP_052754552.1	WP_223988220.1
OG0003095	WP_082127225.1	WP_223983856.1
OG0003096	WP_082127233.1	WP_073618807.1
OG0003097	WP_082127238.1	WP_223976085.1
OG0003098	WP_082127251.1	WP_224177979.1
OG0003099	WP_082127253.1	WP_223977649.1
OG0003100	WP_082127259.1	WP_224177053.1
OG0003101	WP_082127270.1	WP_223976509.1
OG0003102	WP_082127271.1	WP_223973378.1
OG0003103	WP_082127315.1	WP_073618255.1
OG0003104	WP_082127316.1	WP_223980986.1
OG0003105	WP_082127317.1	WP_223984817.1
OG0003106	WP_082127319.1	WP_224177605.1
OG0003107	WP_082127322.1	WP_223986022.1
OG0003108	WP_082127329.1	WP_223990027.1
OG0003109	WP_082127330.1	WP_224174642.1
OG0003110	WP_082127332.1	WP_073621393.1
OG0003111	WP_082127334.1	WP_223972505.1
OG0003112	WP_082127335.1	WP_019490060.1
OG0003113	WP_082127339.1	WP_223975656.1
OG0003114	WP_082127340.1	WP_224175263.1
OG0003115	WP_082127343.1	WP_073617404.1
OG0003116	WP_082127350.1	WP_224174796.1
OG0003117	WP_082127357.1	WP_083872187.1
OG0003118	WP_082127358.1	WP_019489681.1
OG0003119	WP_082127359.1	WP_224177358.1
OG0003120	WP_082127360.1	WP_172644234.1
OG0003121	WP_082127361.1	WP_223975522.1
OG0003122	WP_082127362.1	WP_223981588.1
OG0003123	WP_082127364.1	WP_224177688.1
OG0003124	WP_082127365.1	WP_224176764.1
OG0003125	WP_082127366.1	WP_224178072.1
OG0003126	WP_082127370.1	WP_223975670.1
OG0003127	WP_082127373.1	WP_015200862.1
OG0003128	WP_082127376.1	WP_224177684.1
OG0003129	WP_082127380.1	WP_223989393.1
OG0003130	WP_082127388.1	WP_223984820.1
OG0003131	WP_082127392.1	WP_224178866.1
OG0003132	WP_082127393.1	WP_073619720.1
OG0003133	WP_082127394.1	WP_223974033.1
OG0003134	WP_082127399.1	WP_223978236.1
OG0003135	WP_082127408.1	WP_224179181.1
OG0003136	WP_082127426.1	WP_073623859.1
OG0003137	WP_082127433.1	WP_224178948.1, WP_224175684.1, WP_224175933.1
OG0003139	WP_082127447.1	WP_224177319.1
OG0003140	WP_082127453.1	WP_223989489.1
OG0003141	WP_082127461.1	WP_224179731.1
OG0003142	WP_082127468.1	WP_223989430.1
OG0003143	WP_144415979.1	WP_224176358.1
OG0003144	WP_144415984.1	WP_224178669.1
OG0003145	WP_144415986.1	WP_224177052.1
OG0003146	WP_144415987.1	WP_224176565.1
OG0003147	WP_144416032.1	WP_224177149.1
OG0003148	WP_144416038.1	WP_223978793.1
OG0003149	WP_144416042.1	WP_223981353.1
OG0003150	WP_144416058.1	WP_224175381.1
OG0003151	WP_144416070.1	WP_224177694.1
OG0003152	WP_144416094.1	WP_223990846.1
OG0003153	WP_144416109.1	WP_223990636.1
OG0003154	WP_144416110.1	WP_223972504.1
OG0003155	WP_144416113.1	WP_224179365.1
OG0003156	WP_168163404.1	WP_170213595.1
OG0003157	WP_168163417.1	WP_224178386.1
OG0003158	WP_168163427.1	WP_223977893.1
OG0003159	WP_201782632.1	WP_223978241.1
OG0003160	WP_201782633.1	WP_224174836.1
OG0003161	WP_201782645.1	WP_224177865.1
OG0003162	WP_201782646.1	WP_224176408.1
OG0003163	WP_201782647.1	WP_224178492.1
OG0003164	WP_201782650.1	WP_224175509.1
OG0003165	WP_201782651.1	WP_223977689.1
OG0003166	WP_201782652.1	WP_223989372.1
OG0003167	WP_201782653.1	WP_223972829.1
OG0003168	WP_201782664.1	WP_223985656.1
OG0003169	WP_201782665.1	WP_223977865.1
OG0003170	WP_201782667.1	WP_223986202.1
OG0003171	WP_201782671.1	WP_223973039.1
OG0003172	WP_201782676.1	WP_224174901.1
OG0003173	WP_201782686.1	WP_223973302.1
OG0003174	WP_201782689.1	WP_223982670.1
OG0003175	WP_201782706.1	WP_224179719.1
OG0003176	WP_201782709.1	WP_224179237.1
OG0003177	WP_201782711.1	WP_224178408.1
OG0003178	WP_238178337.1	WP_224178673.1
OG0003179	WP_238178340.1	WP_224177331.1
OG0003180	WP_238178352.1	WP_224178113.1
OG0003181	WP_238178356.1	WP_224176976.1
OG0003182	WP_238178366.1	WP_224179690.1
OG0003183	WP_238178372.1	WP_223976204.1
OG0003184	WP_238178377.1	WP_224179243.1
OG0003185	WP_238178378.1	WP_223975685.1
OG0003186	WP_238178380.1	WP_223983679.1
OG0003187	WP_238178382.1	WP_224175436.1
OG0003188	WP_238178392.1	WP_224177225.1
OG0003189	WP_238178394.1	WP_019492404.1
OG0003190	WP_238178395.1	WP_224177863.1
OG0003191	WP_238178400.1	WP_224179229.1
OG0003192	WP_238178406.1	WP_224179713.1
OG0003193	WP_238178409.1	WP_224178515.1
OG0003194	WP_238178412.1	WP_224174619.1
OG0003195	WP_238178422.1	WP_223972597.1
OG0003196	WP_238178429.1	WP_224179286.1, WP_224175908.1
OG0003197	WP_238178430.1	WP_223978738.1
OG0003198	WP_238178436.1	WP_223983893.1
OG0003199	WP_238178444.1	WP_223971665.1
OG0003200	WP_238178466.1	WP_223990799.1
OG0003201	WP_238178496.1	WP_224175211.1, WP_224179182.1
OG0003202	WP_238178501.1	WP_223986362.1
OG0003203	WP_238178502.1	WP_223976889.1
OG0003204	WP_238178507.1	WP_223980696.1
OG0003205	WP_238178514.1	WP_223980223.1
OG0003206	WP_238178516.1	WP_223976761.1
OG0003207	WP_238178521.1	WP_224177736.1, WP_224177737.1, WP_223978890.1
OG0003208	WP_238178523.1	WP_223984806.1
OG0003209	WP_238178525.1	WP_224175167.1
OG0003210	WP_238178526.1	WP_224177760.1
OG0003211	WP_238178528.1	WP_224174820.1
OG0003212	WP_238178534.1	WP_224177526.1
OG0003213	WP_238178539.1	WP_223972538.1
OG0003214	WP_238178541.1	WP_223976483.1
OG0003215	WP_238178543.1	WP_019494482.1
OG0003216	WP_238178544.1	WP_223978823.1
OG0003217	WP_256388815.1	WP_223978872.1
OG0003339	WP_035148875.1	WP_223984463.1
OG0003340	WP_035148890.1	WP_223975733.1
OG0003341	WP_035148896.1	WP_223978150.1
OG0003342	WP_035148924.1	WP_224174918.1
OG0003343	WP_035149016.1	WP_224177290.1, WP_224174204.1
OG0003344	WP_035149042.1	WP_223972555.1
OG0003345	WP_035149050.1	WP_223979627.1
OG0003345	WP_035150423.1	WP_223977595.1
OG0003346	WP_035149054.1	WP_223987255.1
OG0003347	WP_035149068.1	WP_223986050.1
OG0003348	WP_035149074.1	WP_223990261.1
OG0003349	WP_035149130.1, WP_035149132.1	WP_223983664.1
OG0003350	WP_035149147.1	WP_224177801.1, WP_224176403.1
OG0003351	WP_035149224.1	WP_223991279.1
OG0003352	WP_035149226.1	WP_223984921.1
OG0003353	WP_035149230.1	WP_223986052.1
OG0003354	WP_035149362.1	WP_223977991.1
OG0003355	WP_035149390.1	WP_223987886.1
OG0003356	WP_035149430.1	WP_224179369.1
OG0003357	WP_035149499.1	WP_255666783.1
OG0003358	WP_035149539.1	WP_223977992.1
OG0003359	WP_035149601.1	WP_224174616.1
OG0003360	WP_035149630.1	WP_223977331.1
OG0003361	WP_035149643.1	WP_223973671.1
OG0003363	WP_035149742.1	WP_224178040.1
OG0003364	WP_035149839.1	WP_223983216.1
OG0003365	WP_035149862.1	WP_233787696.1
OG0003366	WP_035149867.1	WP_223977528.1, WP_224174724.1
OG0003368	WP_035149875.1	WP_223977548.1
OG0003369	WP_035149892.1	WP_223979670.1
OG0003370	WP_035149964.1	WP_224177644.1
OG0003371	WP_035149996.1	WP_224178436.1
OG0003374	WP_035150044.1	WP_224174311.1
OG0003375	WP_035150087.1	WP_223990355.1
OG0003376	WP_035150089.1	WP_224176932.1
OG0003377	WP_035150134.1	WP_223974725.1
OG0003378	WP_035150136.1	WP_223974723.1
OG0003379	WP_035150245.1	WP_224176979.1
OG0003380	WP_035150295.1	WP_224175403.1
OG0003381	WP_035157718.1, WP_035150405.1	WP_224176506.1
OG0003382	WP_035150458.1	WP_223978109.1
OG0003383	WP_035150572.1	WP_223978246.1
OG0003384	WP_035150607.1	WP_223986183.1
OG0003385	WP_035150611.1	WP_224178727.1
OG0003386	WP_035150708.1	WP_224174778.1
OG0003387	WP_035150726.1	WP_224176538.1
OG0003388	WP_035150733.1	WP_223990438.1
OG0003389	WP_035150763.1	WP_224175440.1
OG0003390	WP_035150786.1, WP_035150784.1	WP_224177286.1
OG0003391	WP_035150792.1	WP_223976698.1
OG0003393	WP_035150906.1	WP_224179709.1
OG0003394	WP_035150928.1	WP_224180188.1, WP_224175522.1
OG0003395	WP_035150990.1, WP_035153720.1	WP_223972462.1
OG0003396	WP_035151056.1	WP_223971633.1
OG0003397	WP_035157580.1	WP_223970948.1
OG0003400	WP_035151143.1	WP_224175115.1
OG0003401	WP_035151147.1	WP_224174166.1
OG0003402	WP_035151208.1	WP_026093396.1
OG0003403	WP_035151214.1	WP_223976801.1
OG0003404	WP_035151217.1	WP_224175220.1, WP_223976803.1
OG0003405	WP_035151221.1	WP_223976804.1
OG0003406	WP_035151253.1	WP_224179494.1
OG0003407	WP_035151289.1	WP_127085630.1
OG0003408	WP_035151307.1	WP_223989325.1
OG0003409	WP_035151347.1	WP_224176544.1
OG0003410	WP_035151363.1	WP_073620405.1
OG0003411	WP_035151437.1	WP_224173944.1
OG0003412	WP_035151464.1	WP_224175356.1
OG0003413	WP_035151482.1	WP_223986987.1
OG0003415	WP_035151585.1	WP_223990513.1
OG0003416	WP_035151625.1	WP_224174484.1, WP_224177071.1
OG0003418	WP_035151718.1	WP_224177124.1
OG0003419	WP_035151740.1	WP_224174182.1
OG0003421	WP_035151871.1, WP_035153135.1	WP_224175295.1, WP_224179749.1, WP_224178573.1
OG0003422	WP_035151912.1	WP_224175834.1, WP_224180105.1
OG0003423	WP_035151958.1	WP_255667690.1, WP_255667722.1
OG0003425	WP_035152145.1	WP_224176274.1
OG0003426	WP_035153935.1, WP_035152164.1	WP_224174257.1
OG0003427	WP_035152221.1	WP_223979610.1
OG0003427	WP_035152211.1, WP_035152351.1	WP_223979314.1
OG0003428	WP_035152274.1	WP_224176261.1, WP_224177884.1
OG0003429	WP_035152313.1	WP_224176242.1, WP_223972836.1
OG0003431	WP_035152471.1	WP_255666189.1
OG0003432	WP_035152494.1	WP_223977664.1
OG0003433	WP_035152596.1	WP_223973268.1
OG0003434	WP_035152608.1	WP_224177591.1
OG0003437	WP_035152788.1	WP_224176636.1
OG0003438	WP_035152793.1, WP_035156008.1	WP_224176553.1
OG0003439	WP_035152874.1	WP_223986426.1
OG0003440	WP_035152886.1	WP_224176214.1
OG0003441	WP_035152897.1	WP_223990557.1
OG0003442	WP_035152905.1	WP_019490676.1
OG0003443	WP_035152917.1	WP_223979900.1
OG0003444	WP_035152919.1	WP_224176326.1
OG0003445	WP_035153097.1	WP_223989780.1
OG0003446	WP_035153176.1	WP_224179729.1
OG0003447	WP_035153195.1	WP_223990597.1
OG0003448	WP_035153205.1	WP_224173971.1
OG0003449	WP_035153224.1	WP_223985883.1
OG0003450	WP_035153343.1	WP_019494404.1
OG0003451	WP_035153467.1	WP_223989474.1
OG0003452	WP_035153474.1	WP_223983858.1
OG0003453	WP_035153487.1	WP_223991098.1
OG0003454	WP_035153517.1	WP_223984386.1
OG0003456	WP_035153638.1	WP_224174633.1
OG0003457	WP_035153639.1	WP_224173951.1
OG0003458	WP_035153662.1	WP_224177224.1
OG0003459	WP_035153685.1	WP_223991123.1
OG0003460	WP_035153690.1	WP_223982020.1
OG0003461	WP_035153710.1	WP_224179503.1
OG0003462	WP_035153736.1	WP_223974542.1
OG0003463	WP_035153756.1	WP_224174722.1, WP_255666754.1
OG0003464	WP_046814773.1, WP_035153768.1	WP_223979371.1
OG0003465	WP_035153777.1	WP_073621909.1
OG0003466	WP_035153793.1	WP_223970206.1
OG0003467	WP_035153807.1	WP_224177157.1
OG0003468	WP_035153809.1	WP_223981051.1
OG0003469	WP_035153849.1	WP_224178874.1
OG0003470	WP_035153867.1	WP_224175159.1
OG0003471	WP_035153875.1	WP_223976661.1
OG0003472	WP_035153908.1	WP_224176346.1
OG0003473	WP_035153925.1	WP_223988245.1
OG0003474	WP_035153938.1	WP_224180249.1, WP_127087208.1
OG0003475	WP_035153972.1	WP_223972906.1
OG0003476	WP_035154003.1	WP_223976154.1
OG0003477	WP_035154016.1	WP_223974727.1
OG0003478	WP_035154027.1	WP_223978205.1
OG0003479	WP_035154041.1	WP_073616608.1
OG0003480	WP_035154102.1	WP_223971427.1
OG0003481	WP_035154109.1	WP_224177285.1
OG0003482	WP_035154114.1	WP_223976891.1
OG0003483	WP_035154154.1	WP_224175374.1
OG0003484	WP_035154189.1	WP_224179579.1
OG0003485	WP_035154191.1	WP_223986866.1
OG0003486	WP_035154230.1	WP_127080978.1
OG0003487	WP_035154239.1	WP_224177928.1
OG0003488	WP_035154262.1	WP_224178425.1
OG0003489	WP_035154273.1	WP_223977259.1
OG0003490	WP_035154287.1	WP_223990640.1
